,LCLid,tstp,energy(kWh/hh),SUM
0,MAC004179,2013-01-01 00:00:00.0000000,1.49,1.49
1,MAC004179,2013-01-01 00:30:00.0000000,1.258,2.748
2,MAC004179,2013-01-01 01:00:00.0000000,1.48,4.228
3,MAC004179,2013-01-01 01:30:00.0000000,1.328,5.556
4,MAC004179,2013-01-01 02:00:00.0000000,1.445,7.001
5,MAC004179,2013-01-01 02:30:00.0000000,1.243,8.244
6,MAC004179,2013-01-01 03:00:00.0000000,1.565,9.809
7,MAC004179,2013-01-01 03:30:00.0000000,1.28,11.089
8,MAC004179,2013-01-01 04:00:00.0000000,1.339,12.428
9,MAC004179,2013-01-01 04:30:00.0000000,1.417,13.845
10,MAC004179,2013-01-01 05:00:00.0000000,1.3,15.145
11,MAC004179,2013-01-01 05:30:00.0000000,1.503,16.648
12,MAC004179,2013-01-01 06:00:00.0000000,1.18,17.828
13,MAC004179,2013-01-01 06:30:00.0000000,1.342,19.17
14,MAC004179,2013-01-01 07:00:00.0000000,1.471,20.641
15,MAC004179,2013-01-01 07:30:00.0000000,1.443,22.084
16,MAC004179,2013-01-01 08:00:00.0000000,1.543,23.627
17,MAC004179,2013-01-01 08:30:00.0000000,1.41,25.037
18,MAC004179,2013-01-01 09:00:00.0000000,1.465,26.502
19,MAC004179,2013-01-01 09:30:00.0000000,1.357,27.859
20,MAC004179,2013-01-01 10:00:00.0000000,1.531,29.39
21,MAC004179,2013-01-01 10:30:00.0000000,1.394,30.784
22,MAC004179,2013-01-01 11:00:00.0000000,1.342,32.126
23,MAC004179,2013-01-01 11:30:00.0000000,1.545,33.671
24,MAC004179,2013-01-01 12:00:00.0000000,1.419,35.09
25,MAC004179,2013-01-01 12:30:00.0000000,1.562,36.652
26,MAC004179,2013-01-01 13:00:00.0000000,1.291,37.943
27,MAC004179,2013-01-01 13:30:00.0000000,1.49,39.433
28,MAC004179,2013-01-01 14:00:00.0000000,1.307,40.74
29,MAC004179,2013-01-01 14:30:00.0000000,1.39,42.13
30,MAC004179,2013-01-01 15:00:00.0000000,1.308,43.438
31,MAC004179,2013-01-01 15:30:00.0000000,1.254,44.692
32,MAC004179,2013-01-01 16:00:00.0000000,1.57,46.262
33,MAC004179,2013-01-01 16:30:00.0000000,1.371,47.633
34,MAC004179,2013-01-01 17:00:00.0000000,1.426,49.059
35,MAC004179,2013-01-01 17:30:00.0000000,1.555,50.614
36,MAC004179,2013-01-01 18:00:00.0000000,1.391,52.005
37,MAC004179,2013-01-01 18:30:00.0000000,1.312,53.317
38,MAC004179,2013-01-01 19:00:00.0000000,1.506,54.823
39,MAC004179,2013-01-01 19:30:00.0000000,1.282,56.105
40,MAC004179,2013-01-01 20:00:00.0000000,1.703,57.808
41,MAC004179,2013-01-01 20:30:00.0000000,1.371,59.179
42,MAC004179,2013-01-01 21:00:00.0000000,1.36,60.539
43,MAC004179,2013-01-01 21:30:00.0000000,1.441,61.98
44,MAC004179,2013-01-01 22:00:00.0000000,1.583,63.563
45,MAC004179,2013-01-01 22:30:00.0000000,1.263,64.826
46,MAC004179,2013-01-01 23:00:00.0000000,1.954,66.78
47,MAC004179,2013-01-01 23:30:00.0000000,1.498,68.278
48,MAC004179,2013-01-02 00:00:00.0000000,1.373,69.651
49,MAC004179,2013-01-02 00:30:00.0000000,1.415,71.066
50,MAC004179,2013-01-02 01:00:00.0000000,1.468,72.534
51,MAC004179,2013-01-02 01:30:00.0000000,1.439,73.973
52,MAC004179,2013-01-02 02:00:00.0000000,1.849,75.822
53,MAC004179,2013-01-02 02:30:00.0000000,1.476,77.298
54,MAC004179,2013-01-02 03:00:00.0000000,1.271,78.569
55,MAC004179,2013-01-02 03:30:00.0000000,1.494,80.063
56,MAC004179,2013-01-02 04:00:00.0000000,1.542,81.605
57,MAC004179,2013-01-02 04:30:00.0000000,1.432,83.037
58,MAC004179,2013-01-02 05:00:00.0000000,1.735,84.772
59,MAC004179,2013-01-02 05:30:00.0000000,1.421,86.193
60,MAC004179,2013-01-02 06:00:00.0000000,1.424,87.617
61,MAC004179,2013-01-02 06:30:00.0000000,1.478,89.095
62,MAC004179,2013-01-02 07:00:00.0000000,1.603,90.698
63,MAC004179,2013-01-02 07:30:00.0000000,1.431,92.129
64,MAC004179,2013-01-02 08:00:00.0000000,1.759,93.888
65,MAC004179,2013-01-02 08:30:00.0000000,1.654,95.542
66,MAC004179,2013-01-02 09:00:00.0000000,1.412,96.954
67,MAC004179,2013-01-02 09:30:00.0000000,1.499,98.453
68,MAC004179,2013-01-02 10:00:00.0000000,1.617,100.07
69,MAC004179,2013-01-02 10:30:00.0000000,1.979,102.049
70,MAC004179,2013-01-02 11:00:00.0000000,1.351,103.4
71,MAC004179,2013-01-02 11:30:00.0000000,1.665,105.065
72,MAC004179,2013-01-02 12:00:00.0000000,1.502,106.567
73,MAC004179,2013-01-02 12:30:00.0000000,1.492,108.059
74,MAC004179,2013-01-02 13:00:00.0000000,1.361,109.42
75,MAC004179,2013-01-02 13:30:00.0000000,1.616,111.036
76,MAC004179,2013-01-02 14:00:00.0000000,1.467,112.503
77,MAC004179,2013-01-02 14:30:00.0000000,1.439,113.942
78,MAC004179,2013-01-02 15:00:00.0000000,1.429,115.371
79,MAC004179,2013-01-02 15:30:00.0000000,1.492,116.863
80,MAC004179,2013-01-02 16:00:00.0000000,1.248,118.111
81,MAC004179,2013-01-02 16:30:00.0000000,1.609,119.72
82,MAC004179,2013-01-02 17:00:00.0000000,1.563,121.283
83,MAC004179,2013-01-02 17:30:00.0000000,1.547,122.83
84,MAC004179,2013-01-02 18:00:00.0000000,1.421,124.251
85,MAC004179,2013-01-02 18:30:00.0000000,1.447,125.698
86,MAC004179,2013-01-02 19:00:00.0000000,1.46,127.158
87,MAC004179,2013-01-02 19:30:00.0000000,1.534,128.692
88,MAC004179,2013-01-02 20:00:00.0000000,1.327,130.019
89,MAC004179,2013-01-02 20:30:00.0000000,1.551,131.57
90,MAC004179,2013-01-02 21:00:00.0000000,1.115,132.685
91,MAC004179,2013-01-02 21:30:00.0000000,1.665,134.35
92,MAC004179,2013-01-02 22:00:00.0000000,1.411,135.761
93,MAC004179,2013-01-02 22:30:00.0000000,1.621,137.382
94,MAC004179,2013-01-02 23:00:00.0000000,1.602,138.984
95,MAC004179,2013-01-02 23:30:00.0000000,1.62,140.604
96,MAC004179,2013-01-03 00:00:00.0000000,1.256,141.86
97,MAC004179,2013-01-03 00:30:00.0000000,1.392,143.252
98,MAC004179,2013-01-03 01:00:00.0000000,1.213,144.465
99,MAC004179,2013-01-03 01:30:00.0000000,1.515,145.98
100,MAC004179,2013-01-03 02:00:00.0000000,1.415,147.395
101,MAC004179,2013-01-03 02:30:00.0000000,1.52,148.915
102,MAC004179,2013-01-03 03:00:00.0000000,1.539,150.454
103,MAC004179,2013-01-03 03:30:00.0000000,1.177,151.631
104,MAC004179,2013-01-03 04:00:00.0000000,1.689,153.32
105,MAC004179,2013-01-03 04:30:00.0000000,1.416,154.736
106,MAC004179,2013-01-03 05:00:00.0000000,1.711,156.447
107,MAC004179,2013-01-03 05:30:00.0000000,1.464,157.911
108,MAC004179,2013-01-03 06:00:00.0000000,1.339,159.25
109,MAC004179,2013-01-03 06:30:00.0000000,1.398,160.648
110,MAC004179,2013-01-03 07:00:00.0000000,1.494,162.142
111,MAC004179,2013-01-03 07:30:00.0000000,1.472,163.614
112,MAC004179,2013-01-03 08:00:00.0000000,1.576,165.19
113,MAC004179,2013-01-03 08:30:00.0000000,1.251,166.441
114,MAC004179,2013-01-03 09:00:00.0000000,1.531,167.972
115,MAC004179,2013-01-03 09:30:00.0000000,1.274,169.246
116,MAC004179,2013-01-03 10:00:00.0000000,1.497,170.743
117,MAC004179,2013-01-03 10:30:00.0000000,1.284,172.027
118,MAC004179,2013-01-03 11:00:00.0000000,1.631,173.658
119,MAC004179,2013-01-03 11:30:00.0000000,1.563,175.221
120,MAC004179,2013-01-03 12:00:00.0000000,1.363,176.584
121,MAC004179,2013-01-03 12:30:00.0000000,1.543,178.127
122,MAC004179,2013-01-03 13:00:00.0000000,1.224,179.351
123,MAC004179,2013-01-03 13:30:00.0000000,1.485,180.836
124,MAC004179,2013-01-03 14:00:00.0000000,1.101,181.937
125,MAC004179,2013-01-03 14:30:00.0000000,1.692,183.629
126,MAC004179,2013-01-03 15:00:00.0000000,1.116,184.745
127,MAC004179,2013-01-03 15:30:00.0000000,1.766,186.511
128,MAC004179,2013-01-03 16:00:00.0000000,1.428,187.939
129,MAC004179,2013-01-03 16:30:00.0000000,1.405,189.344
130,MAC004179,2013-01-03 17:00:00.0000000,1.468,190.812
131,MAC004179,2013-01-03 17:30:00.0000000,1.38,192.192
132,MAC004179,2013-01-03 18:00:00.0000000,1.582,193.774
133,MAC004179,2013-01-03 18:30:00.0000000,1.16,194.934
134,MAC004179,2013-01-03 19:00:00.0000000,1.591,196.525
135,MAC004179,2013-01-03 19:30:00.0000000,0.907,197.432
136,MAC004179,2013-01-03 20:00:00.0000000,1.497,198.929
137,MAC004179,2013-01-03 20:30:00.0000000,1.246,200.175
138,MAC004179,2013-01-03 21:00:00.0000000,1.54,201.715
139,MAC004179,2013-01-03 21:30:00.0000000,1.467,203.182
140,MAC004179,2013-01-03 22:00:00.0000000,1.321,204.503
141,MAC004179,2013-01-03 22:30:00.0000000,1.365,205.868
142,MAC004179,2013-01-03 23:00:00.0000000,1.25,207.118
143,MAC004179,2013-01-03 23:30:00.0000000,1.731,208.849
144,MAC004179,2013-01-04 00:00:00.0000000,1.384,210.233
145,MAC004179,2013-01-04 00:30:00.0000000,1.438,211.671
146,MAC004179,2013-01-04 01:00:00.0000000,1.481,213.152
147,MAC004179,2013-01-04 01:30:00.0000000,1.329,214.481
148,MAC004179,2013-01-04 02:00:00.0000000,1.516,215.997
149,MAC004179,2013-01-04 02:30:00.0000000,1.269,217.266
150,MAC004179,2013-01-04 03:00:00.0000000,1.326,218.592
151,MAC004179,2013-01-04 03:30:00.0000000,1.423,220.015
152,MAC004179,2013-01-04 04:00:00.0000000,1.405,221.42
153,MAC004179,2013-01-04 04:30:00.0000000,1.806,223.226
154,MAC004179,2013-01-04 05:00:00.0000000,0.841,224.067
155,MAC004179,2013-01-04 05:30:00.0000000,1.708,225.775
156,MAC004179,2013-01-04 06:00:00.0000000,1.329,227.104
157,MAC004179,2013-01-04 06:30:00.0000000,1.211,228.315
158,MAC004179,2013-01-04 07:00:00.0000000,1.568,229.883
159,MAC004179,2013-01-04 07:30:00.0000000,1.303,231.186
160,MAC004179,2013-01-04 08:00:00.0000000,1.606,232.792
161,MAC004179,2013-01-04 08:30:00.0000000,1.338,234.13
162,MAC004179,2013-01-04 09:00:00.0000000,1.35,235.48
163,MAC004179,2013-01-04 09:30:00.0000000,1.322,236.802
164,MAC004179,2013-01-04 10:00:00.0000000,1.138,237.94
165,MAC004179,2013-01-04 10:30:00.0000000,1.689,239.629
166,MAC004179,2013-01-04 11:00:00.0000000,1.333,240.962
167,MAC004179,2013-01-04 11:30:00.0000000,1.56,242.522
168,MAC004179,2013-01-04 12:00:00.0000000,1.371,243.893
169,MAC004179,2013-01-04 12:30:00.0000000,2.011,245.904
170,MAC004179,2013-01-04 13:00:00.0000000,2.506,248.41
171,MAC004179,2013-01-04 13:30:00.0000000,1.784,250.194
172,MAC004179,2013-01-04 14:00:00.0000000,1.76,251.954
173,MAC004179,2013-01-04 14:30:00.0000000,1.678,253.632
174,MAC004179,2013-01-04 15:00:00.0000000,1.411,255.043
175,MAC004179,2013-01-04 15:30:00.0000000,1.556,256.599
176,MAC004179,2013-01-04 16:00:00.0000000,1.585,258.184
177,MAC004179,2013-01-04 16:30:00.0000000,1.78,259.964
178,MAC004179,2013-01-04 17:00:00.0000000,2.351,262.315
179,MAC004179,2013-01-04 17:30:00.0000000,2.406,264.721
180,MAC004179,2013-01-04 18:00:00.0000000,3.554,268.275
181,MAC004179,2013-01-04 18:30:00.0000000,3.909,272.184
182,MAC004179,2013-01-04 19:00:00.0000000,3.08,275.264
183,MAC004179,2013-01-04 19:30:00.0000000,2.369,277.633
184,MAC004179,2013-01-04 20:00:00.0000000,4.242,281.875
185,MAC004179,2013-01-04 20:30:00.0000000,5.545,287.42
186,MAC004179,2013-01-04 21:00:00.0000000,3.911,291.331
187,MAC004179,2013-01-04 21:30:00.0000000,3.149,294.48
188,MAC004179,2013-01-04 22:00:00.0000000,2.94,297.42
189,MAC004179,2013-01-04 22:30:00.0000000,2.24,299.66
190,MAC004179,2013-01-04 23:00:00.0000000,2.204,301.864
191,MAC004179,2013-01-04 23:30:00.0000000,1.771,303.635
192,MAC004179,2013-01-05 00:00:00.0000000,1.87,305.505
193,MAC004179,2013-01-05 00:30:00.0000000,1.531,307.036
194,MAC004179,2013-01-05 01:00:00.0000000,2.063,309.099
195,MAC004179,2013-01-05 01:30:00.0000000,1.772,310.871
196,MAC004179,2013-01-05 02:00:00.0000000,1.562,312.433
197,MAC004179,2013-01-05 02:30:00.0000000,1.587,314.02
198,MAC004179,2013-01-05 03:00:00.0000000,1.786,315.806
199,MAC004179,2013-01-05 03:30:00.0000000,1.708,317.514
200,MAC004179,2013-01-05 04:00:00.0000000,1.754,319.268
201,MAC004179,2013-01-05 04:30:00.0000000,1.789,321.057
202,MAC004179,2013-01-05 05:00:00.0000000,1.773,322.83
203,MAC004179,2013-01-05 05:30:00.0000000,1.773,324.603
204,MAC004179,2013-01-05 06:00:00.0000000,1.729,326.332
205,MAC004179,2013-01-05 06:30:00.0000000,1.834,328.166
206,MAC004179,2013-01-05 07:00:00.0000000,1.682,329.848
207,MAC004179,2013-01-05 07:30:00.0000000,1.993,331.841
208,MAC004179,2013-01-05 08:00:00.0000000,2.028,333.869
209,MAC004179,2013-01-05 08:30:00.0000000,3.131,337.0
210,MAC004179,2013-01-05 09:00:00.0000000,2.417,339.417
211,MAC004179,2013-01-05 09:30:00.0000000,2.201,341.618
212,MAC004179,2013-01-05 10:00:00.0000000,2.081,343.699
213,MAC004179,2013-01-05 10:30:00.0000000,2.419,346.118
214,MAC004179,2013-01-05 11:00:00.0000000,1.845,347.963
215,MAC004179,2013-01-05 11:30:00.0000000,1.628,349.591
216,MAC004179,2013-01-05 12:00:00.0000000,1.335,350.926
217,MAC004179,2013-01-05 12:30:00.0000000,1.712,352.638
218,MAC004179,2013-01-05 13:00:00.0000000,1.324,353.962
219,MAC004179,2013-01-05 13:30:00.0000000,1.289,355.251
220,MAC004179,2013-01-05 14:00:00.0000000,1.191,356.442
221,MAC004179,2013-01-05 14:30:00.0000000,2.056,358.498
222,MAC004179,2013-01-05 15:00:00.0000000,2.024,360.522
223,MAC004179,2013-01-05 15:30:00.0000000,2.659,363.181
224,MAC004179,2013-01-05 16:00:00.0000000,2.243,365.424
225,MAC004179,2013-01-05 16:30:00.0000000,3.308,368.732
226,MAC004179,2013-01-05 17:00:00.0000000,2.968,371.7
227,MAC004179,2013-01-05 17:30:00.0000000,2.815,374.515
228,MAC004179,2013-01-05 18:00:00.0000000,2.932,377.447
229,MAC004179,2013-01-05 18:30:00.0000000,2.36,379.807
230,MAC004179,2013-01-05 19:00:00.0000000,2.952,382.759
231,MAC004179,2013-01-05 19:30:00.0000000,3.273,386.032
232,MAC004179,2013-01-05 20:00:00.0000000,1.949,387.981
233,MAC004179,2013-01-05 20:30:00.0000000,3.119,391.1
234,MAC004179,2013-01-05 21:00:00.0000000,2.812,393.912
235,MAC004179,2013-01-05 21:30:00.0000000,2.342,396.254
236,MAC004179,2013-01-05 22:00:00.0000000,2.162,398.416
237,MAC004179,2013-01-05 22:30:00.0000000,3.003,401.419
238,MAC004179,2013-01-05 23:00:00.0000000,2.93,404.349
239,MAC004179,2013-01-05 23:30:00.0000000,1.569,405.918
240,MAC004179,2013-01-06 00:00:00.0000000,1.598,407.516
241,MAC004179,2013-01-06 00:30:00.0000000,1.054,408.57
242,MAC004179,2013-01-06 01:00:00.0000000,1.665,410.235
243,MAC004179,2013-01-06 01:30:00.0000000,1.358,411.593
244,MAC004179,2013-01-06 02:00:00.0000000,1.652,413.245
245,MAC004179,2013-01-06 02:30:00.0000000,1.366,414.611
246,MAC004179,2013-01-06 03:00:00.0000000,1.992,416.603
247,MAC004179,2013-01-06 03:30:00.0000000,1.451,418.054
248,MAC004179,2013-01-06 04:00:00.0000000,1.814,419.868
249,MAC004179,2013-01-06 04:30:00.0000000,1.423,421.291
250,MAC004179,2013-01-06 05:00:00.0000000,1.318,422.609
251,MAC004179,2013-01-06 05:30:00.0000000,1.52,424.129
252,MAC004179,2013-01-06 06:00:00.0000000,1.412,425.541
253,MAC004179,2013-01-06 06:30:00.0000000,1.38,426.921
254,MAC004179,2013-01-06 07:00:00.0000000,1.517,428.438
255,MAC004179,2013-01-06 07:30:00.0000000,2.104,430.542
256,MAC004179,2013-01-06 08:00:00.0000000,2.636,433.178
257,MAC004179,2013-01-06 08:30:00.0000000,1.861,435.039
258,MAC004179,2013-01-06 09:00:00.0000000,2.537,437.576
259,MAC004179,2013-01-06 09:30:00.0000000,2.336,439.912
260,MAC004179,2013-01-06 10:00:00.0000000,1.921,441.833
261,MAC004179,2013-01-06 10:30:00.0000000,2.235,444.068
262,MAC004179,2013-01-06 11:00:00.0000000,1.902,445.97
263,MAC004179,2013-01-06 11:30:00.0000000,1.566,447.536
264,MAC004179,2013-01-06 12:00:00.0000000,1.416,448.952
265,MAC004179,2013-01-06 12:30:00.0000000,1.92,450.872
266,MAC004179,2013-01-06 13:00:00.0000000,1.934,452.806
267,MAC004179,2013-01-06 13:30:00.0000000,1.83,454.636
268,MAC004179,2013-01-06 14:00:00.0000000,1.166,455.802
269,MAC004179,2013-01-06 14:30:00.0000000,1.52,457.322
270,MAC004179,2013-01-06 15:00:00.0000000,1.275,458.597
271,MAC004179,2013-01-06 15:30:00.0000000,1.517,460.114
272,MAC004179,2013-01-06 16:00:00.0000000,1.199,461.313
273,MAC004179,2013-01-06 16:30:00.0000000,1.262,462.575
274,MAC004179,2013-01-06 17:00:00.0000000,1.17,463.745
275,MAC004179,2013-01-06 17:30:00.0000000,2.754,466.499
276,MAC004179,2013-01-06 18:00:00.0000000,2.743,469.242
277,MAC004179,2013-01-06 18:30:00.0000000,2.931,472.173
278,MAC004179,2013-01-06 19:00:00.0000000,2.234,474.407
279,MAC004179,2013-01-06 19:30:00.0000000,3.347,477.754
280,MAC004179,2013-01-06 20:00:00.0000000,2.242,479.996
281,MAC004179,2013-01-06 20:30:00.0000000,2.197,482.193
282,MAC004179,2013-01-06 21:00:00.0000000,1.795,483.988
283,MAC004179,2013-01-06 21:30:00.0000000,2.585,486.573
284,MAC004179,2013-01-06 22:00:00.0000000,3.097,489.67
285,MAC004179,2013-01-06 22:30:00.0000000,3.274,492.944
286,MAC004179,2013-01-06 23:00:00.0000000,2.201,495.145
287,MAC004179,2013-01-06 23:30:00.0000000,2.664,497.809
288,MAC004179,2013-01-07 00:00:00.0000000,2.475,500.284
289,MAC004179,2013-01-07 00:30:00.0000000,1.62,501.904
290,MAC004179,2013-01-07 01:00:00.0000000,1.493,503.397
291,MAC004179,2013-01-07 01:30:00.0000000,1.574,504.971
292,MAC004179,2013-01-07 02:00:00.0000000,0.999,505.97
293,MAC004179,2013-01-07 02:30:00.0000000,1.283,507.253
294,MAC004179,2013-01-07 03:00:00.0000000,0.962,508.215
295,MAC004179,2013-01-07 03:30:00.0000000,1.639,509.854
296,MAC004179,2013-01-07 04:00:00.0000000,1.096,510.95
297,MAC004179,2013-01-07 04:30:00.0000000,1.241,512.191
298,MAC004179,2013-01-07 05:00:00.0000000,1.324,513.515
299,MAC004179,2013-01-07 05:30:00.0000000,1.169,514.684
300,MAC004179,2013-01-07 06:00:00.0000000,1.113,515.797
301,MAC004179,2013-01-07 06:30:00.0000000,1.675,517.472
302,MAC004179,2013-01-07 07:00:00.0000000,1.333,518.805
303,MAC004179,2013-01-07 07:30:00.0000000,1.203,520.008
304,MAC004179,2013-01-07 08:00:00.0000000,1.989,521.997
305,MAC004179,2013-01-07 08:30:00.0000000,3.435,525.432
306,MAC004179,2013-01-07 09:00:00.0000000,2.886,528.318
307,MAC004179,2013-01-07 09:30:00.0000000,1.911,530.229
308,MAC004179,2013-01-07 10:00:00.0000000,3.254,533.483
309,MAC004179,2013-01-07 10:30:00.0000000,2.184,535.667
310,MAC004179,2013-01-07 11:00:00.0000000,3.086,538.753
311,MAC004179,2013-01-07 11:30:00.0000000,3.878,542.631
312,MAC004179,2013-01-07 12:00:00.0000000,3.11,545.741
313,MAC004179,2013-01-07 12:30:00.0000000,1.687,547.428
314,MAC004179,2013-01-07 13:00:00.0000000,3.571,550.999
315,MAC004179,2013-01-07 13:30:00.0000000,3.103,554.102
316,MAC004179,2013-01-07 14:00:00.0000000,2.537,556.639
317,MAC004179,2013-01-07 14:30:00.0000000,3.516,560.155
318,MAC004179,2013-01-07 15:00:00.0000000,3.942,564.097
319,MAC004179,2013-01-07 15:30:00.0000000,3.036,567.133
320,MAC004179,2013-01-07 16:00:00.0000000,3.895,571.028
321,MAC004179,2013-01-07 16:30:00.0000000,2.652,573.68
322,MAC004179,2013-01-07 17:00:00.0000000,3.177,576.857
323,MAC004179,2013-01-07 17:30:00.0000000,1.788,578.645
324,MAC004179,2013-01-07 18:00:00.0000000,2.369,581.014
325,MAC004179,2013-01-07 18:30:00.0000000,4.447,585.461
326,MAC004179,2013-01-07 19:00:00.0000000,5.047,590.508
327,MAC004179,2013-01-07 19:30:00.0000000,3.115,593.623
328,MAC004179,2013-01-07 20:00:00.0000000,2.486,596.109
329,MAC004179,2013-01-07 20:30:00.0000000,3.666,599.775
330,MAC004179,2013-01-07 21:00:00.0000000,2.983,602.758
331,MAC004179,2013-01-07 21:30:00.0000000,2.597,605.355
332,MAC004179,2013-01-07 22:00:00.0000000,2.587,607.942
333,MAC004179,2013-01-07 22:30:00.0000000,3.175,611.117
334,MAC004179,2013-01-07 23:00:00.0000000,3.225,614.342
335,MAC004179,2013-01-07 23:30:00.0000000,1.346,615.688
336,MAC004179,2013-01-08 00:00:00.0000000,1.597,617.285
337,MAC004179,2013-01-08 00:30:00.0000000,0.93,618.215
338,MAC004179,2013-01-08 01:00:00.0000000,1.544,619.759
339,MAC004179,2013-01-08 01:30:00.0000000,1.778,621.537
340,MAC004179,2013-01-08 02:00:00.0000000,1.51,623.047
341,MAC004179,2013-01-08 02:30:00.0000000,1.192,624.239
342,MAC004179,2013-01-08 03:00:00.0000000,1.297,625.536
343,MAC004179,2013-01-08 03:30:00.0000000,1.381,626.917
344,MAC004179,2013-01-08 04:00:00.0000000,1.409,628.326
345,MAC004179,2013-01-08 04:30:00.0000000,1.222,629.548
346,MAC004179,2013-01-08 05:00:00.0000000,1.534,631.082
347,MAC004179,2013-01-08 05:30:00.0000000,1.229,632.311
348,MAC004179,2013-01-08 06:00:00.0000000,1.351,633.662
349,MAC004179,2013-01-08 06:30:00.0000000,1.03,634.692
350,MAC004179,2013-01-08 07:00:00.0000000,1.463,636.155
351,MAC004179,2013-01-08 07:30:00.0000000,1.404,637.559
352,MAC004179,2013-01-08 08:00:00.0000000,1.972,639.531
353,MAC004179,2013-01-08 08:30:00.0000000,1.821,641.352
354,MAC004179,2013-01-08 09:00:00.0000000,3.295,644.647
355,MAC004179,2013-01-08 09:30:00.0000000,1.854,646.501
356,MAC004179,2013-01-08 10:00:00.0000000,2.037,648.538
357,MAC004179,2013-01-08 10:30:00.0000000,1.532,650.07
358,MAC004179,2013-01-08 11:00:00.0000000,1.572,651.642
359,MAC004179,2013-01-08 11:30:00.0000000,1.513,653.155
360,MAC004179,2013-01-08 12:00:00.0000000,1.327,654.482
361,MAC004179,2013-01-08 12:30:00.0000000,1.114,655.596
362,MAC004179,2013-01-08 13:00:00.0000000,1.863,657.459
363,MAC004179,2013-01-08 13:30:00.0000000,1.749,659.208
364,MAC004179,2013-01-08 14:00:00.0000000,1.782,660.99
365,MAC004179,2013-01-08 14:30:00.0000000,2.569,663.559
366,MAC004179,2013-01-08 15:00:00.0000000,3.18,666.739
367,MAC004179,2013-01-08 15:30:00.0000000,1.82,668.559
368,MAC004179,2013-01-08 16:00:00.0000000,2.133,670.692
369,MAC004179,2013-01-08 16:30:00.0000000,1.881,672.573
370,MAC004179,2013-01-08 17:00:00.0000000,3.022,675.595
371,MAC004179,2013-01-08 17:30:00.0000000,2.735,678.33
372,MAC004179,2013-01-08 18:00:00.0000000,3.399,681.729
373,MAC004179,2013-01-08 18:30:00.0000000,3.608,685.337
374,MAC004179,2013-01-08 19:00:00.0000000,3.321,688.658
375,MAC004179,2013-01-08 19:30:00.0000000,2.336,690.994
376,MAC004179,2013-01-08 20:00:00.0000000,2.403,693.397
377,MAC004179,2013-01-08 20:30:00.0000000,1.927,695.324
378,MAC004179,2013-01-08 21:00:00.0000000,2.185,697.509
379,MAC004179,2013-01-08 21:30:00.0000000,3.5,701.009
380,MAC004179,2013-01-08 22:00:00.0000000,1.919,702.928
381,MAC004179,2013-01-08 22:30:00.0000000,1.873,704.801
382,MAC004179,2013-01-08 23:00:00.0000000,1.571,706.372
383,MAC004179,2013-01-08 23:30:00.0000000,1.157,707.529
384,MAC004179,2013-01-09 00:00:00.0000000,1.576,709.105
385,MAC004179,2013-01-09 00:30:00.0000000,1.189,710.294
386,MAC004179,2013-01-09 01:00:00.0000000,1.257,711.551
387,MAC004179,2013-01-09 01:30:00.0000000,0.976,712.527
388,MAC004179,2013-01-09 02:00:00.0000000,1.459,713.986
389,MAC004179,2013-01-09 02:30:00.0000000,1.125,715.111
390,MAC004179,2013-01-09 03:00:00.0000000,1.429,716.54
391,MAC004179,2013-01-09 03:30:00.0000000,1.269,717.809
392,MAC004179,2013-01-09 04:00:00.0000000,1.388,719.197
393,MAC004179,2013-01-09 04:30:00.0000000,1.259,720.456
394,MAC004179,2013-01-09 05:00:00.0000000,1.61,722.066
395,MAC004179,2013-01-09 05:30:00.0000000,1.253,723.319
396,MAC004179,2013-01-09 06:00:00.0000000,1.302,724.621
397,MAC004179,2013-01-09 06:30:00.0000000,1.078,725.699
398,MAC004179,2013-01-09 07:00:00.0000000,1.233,726.932
399,MAC004179,2013-01-09 07:30:00.0000000,1.325,728.257
400,MAC004179,2013-01-09 08:00:00.0000000,2.056,730.313
401,MAC004179,2013-01-09 08:30:00.0000000,2.179,732.492
402,MAC004179,2013-01-09 09:00:00.0000000,2.128,734.62
403,MAC004179,2013-01-09 09:30:00.0000000,1.954,736.574
404,MAC004179,2013-01-09 10:00:00.0000000,2.941,739.515
405,MAC004179,2013-01-09 10:30:00.0000000,2.294,741.809
406,MAC004179,2013-01-09 11:00:00.0000000,1.837,743.646
407,MAC004179,2013-01-09 11:30:00.0000000,1.291,744.937
408,MAC004179,2013-01-09 12:00:00.0000000,1.312,746.249
409,MAC004179,2013-01-09 12:30:00.0000000,1.32,747.569
410,MAC004179,2013-01-09 13:00:00.0000000,1.395,748.964
411,MAC004179,2013-01-09 13:30:00.0000000,1.235,750.199
412,MAC004179,2013-01-09 14:00:00.0000000,2.044,752.243
413,MAC004179,2013-01-09 14:30:00.0000000,1.393,753.636
414,MAC004179,2013-01-09 15:00:00.0000000,0.894,754.53
415,MAC004179,2013-01-09 15:30:00.0000000,1.072,755.602
416,MAC004179,2013-01-09 16:00:00.0000000,1.496,757.098
417,MAC004179,2013-01-09 16:30:00.0000000,1.668,758.766
418,MAC004179,2013-01-09 17:00:00.0000000,1.632,760.398
419,MAC004179,2013-01-09 17:30:00.0000000,1.763,762.161
420,MAC004179,2013-01-09 18:00:00.0000000,2.201,764.362
421,MAC004179,2013-01-09 18:30:00.0000000,3.826,768.188
422,MAC004179,2013-01-09 19:00:00.0000000,3.279,771.467
