,LCLid,tstp,energy(kWh/hh),SUM
3763,MAC004179,2013-03-20 09:30:00.0000000,1.838,8134.452
3764,MAC004179,2013-03-20 10:00:00.0000000,1.61,8136.062
3765,MAC004179,2013-03-20 10:30:00.0000000,1.57,8137.632
3766,MAC004179,2013-03-20 11:00:00.0000000,1.917,8139.549
3767,MAC004179,2013-03-20 11:30:00.0000000,1.483,8141.032
3768,MAC004179,2013-03-20 12:00:00.0000000,1.439,8142.471
3769,MAC004179,2013-03-20 12:30:00.0000000,1.697,8144.168
3770,MAC004179,2013-03-20 13:00:00.0000000,1.467,8145.635
3771,MAC004179,2013-03-20 13:30:00.0000000,1.796,8147.431
3772,MAC004179,2013-03-20 14:00:00.0000000,2.286,8149.717
3773,MAC004179,2013-03-20 14:30:00.0000000,1.591,8151.308
3774,MAC004179,2013-03-20 15:00:00.0000000,1.389,8152.697
3775,MAC004179,2013-03-20 15:30:00.0000000,1.495,8154.192
3776,MAC004179,2013-03-20 16:00:00.0000000,1.683,8155.875
3777,MAC004179,2013-03-20 16:30:00.0000000,1.601,8157.476
3778,MAC004179,2013-03-20 17:00:00.0000000,1.578,8159.054
3779,MAC004179,2013-03-20 17:30:00.0000000,1.628,8160.682
3780,MAC004179,2013-03-20 18:00:00.0000000,2.529,8163.211
3781,MAC004179,2013-03-20 18:30:00.0000000,2.585,8165.796
3782,MAC004179,2013-03-20 19:00:00.0000000,2.647,8168.443
3783,MAC004179,2013-03-20 19:30:00.0000000,1.978,8170.421
3784,MAC004179,2013-03-20 20:00:00.0000000,2.607,8173.028
3785,MAC004179,2013-03-20 20:30:00.0000000,2.67,8175.698
3786,MAC004179,2013-03-20 21:00:00.0000000,2.101,8177.799
3787,MAC004179,2013-03-20 21:30:00.0000000,2.232,8180.031
3788,MAC004179,2013-03-20 22:00:00.0000000,2.989,8183.02
3789,MAC004179,2013-03-20 22:30:00.0000000,1.621,8184.641
3790,MAC004179,2013-03-20 23:00:00.0000000,1.649,8186.29
3791,MAC004179,2013-03-20 23:30:00.0000000,1.96,8188.25
3792,MAC004179,2013-03-21 00:00:00.0000000,1.456,8189.706
3793,MAC004179,2013-03-21 00:30:00.0000000,1.359,8191.065
3794,MAC004179,2013-03-21 01:00:00.0000000,1.428,8192.493
3795,MAC004179,2013-03-21 01:30:00.0000000,1.563,8194.056
3796,MAC004179,2013-03-21 02:00:00.0000000,1.557,8195.613
3797,MAC004179,2013-03-21 02:30:00.0000000,1.4,8197.013
3798,MAC004179,2013-03-21 03:00:00.0000000,1.543,8198.556
3799,MAC004179,2013-03-21 03:30:00.0000000,1.515,8200.071
3800,MAC004179,2013-03-21 04:00:00.0000000,1.442,8201.513
3801,MAC004179,2013-03-21 04:30:00.0000000,1.486,8202.999
3802,MAC004179,2013-03-21 05:00:00.0000000,1.512,8204.511
3803,MAC004179,2013-03-21 05:30:00.0000000,1.511,8206.022
3804,MAC004179,2013-03-21 06:00:00.0000000,1.537,8207.559
3805,MAC004179,2013-03-21 06:30:00.0000000,1.557,8209.116
3806,MAC004179,2013-03-21 07:00:00.0000000,1.431,8210.547
3807,MAC004179,2013-03-21 07:30:00.0000000,1.728,8212.275
3808,MAC004179,2013-03-21 08:00:00.0000000,1.496,8213.771
3809,MAC004179,2013-03-21 08:30:00.0000000,1.562,8215.333
3810,MAC004179,2013-03-21 09:00:00.0000000,1.453,8216.786
3811,MAC004179,2013-03-21 09:30:00.0000000,1.662,8218.448
3812,MAC004179,2013-03-21 10:00:00.0000000,1.348,8219.796
3813,MAC004179,2013-03-21 10:30:00.0000000,1.613,8221.409
3814,MAC004179,2013-03-21 11:00:00.0000000,1.396,8222.805
3815,MAC004179,2013-03-21 11:30:00.0000000,1.534,8224.339
3816,MAC004179,2013-03-21 12:00:00.0000000,1.984,8226.323
3817,MAC004179,2013-03-21 12:30:00.0000000,2.258,8228.581
3818,MAC004179,2013-03-21 13:00:00.0000000,1.392,8229.973
3819,MAC004179,2013-03-21 13:30:00.0000000,1.555,8231.528
3820,MAC004179,2013-03-21 14:00:00.0000000,1.338,8232.866
3821,MAC004179,2013-03-21 14:30:00.0000000,1.429,8234.295
3822,MAC004179,2013-03-21 15:00:00.0000000,1.765,8236.06
3823,MAC004179,2013-03-21 15:30:00.0000000,1.391,8237.451
3824,MAC004179,2013-03-21 16:00:00.0000000,1.477,8238.928
3825,MAC004179,2013-03-21 16:30:00.0000000,1.319,8240.247
3826,MAC004179,2013-03-21 17:00:00.0000000,1.551,8241.798
3827,MAC004179,2013-03-21 17:30:00.0000000,2.724,8244.522
3828,MAC004179,2013-03-21 18:00:00.0000000,1.871,8246.393
3829,MAC004179,2013-03-21 18:30:00.0000000,2.349,8248.742
3830,MAC004179,2013-03-21 19:00:00.0000000,1.838,8250.58
3831,MAC004179,2013-03-21 19:30:00.0000000,2.37,8252.95
3832,MAC004179,2013-03-21 20:00:00.0000000,1.69,8254.64
3833,MAC004179,2013-03-21 20:30:00.0000000,1.866,8256.506
3834,MAC004179,2013-03-21 21:00:00.0000000,2.073,8258.579
3835,MAC004179,2013-03-21 21:30:00.0000000,2.405,8260.984
3836,MAC004179,2013-03-21 22:00:00.0000000,3.341,8264.325
3837,MAC004179,2013-03-21 22:30:00.0000000,1.749,8266.074
3838,MAC004179,2013-03-21 23:00:00.0000000,1.858,8267.932
3839,MAC004179,2013-03-21 23:30:00.0000000,1.452,8269.384
3840,MAC004179,2013-03-22 00:00:00.0000000,1.402,8270.786
3841,MAC004179,2013-03-22 00:30:00.0000000,1.541,8272.327
3842,MAC004179,2013-03-22 01:00:00.0000000,1.519,8273.846
3843,MAC004179,2013-03-22 01:30:00.0000000,1.385,8275.231
3844,MAC004179,2013-03-22 02:00:00.0000000,1.461,8276.692
3845,MAC004179,2013-03-22 02:30:00.0000000,1.433,8278.125
3846,MAC004179,2013-03-22 03:00:00.0000000,1.514,8279.639
3847,MAC004179,2013-03-22 03:30:00.0000000,1.645,8281.284
3848,MAC004179,2013-03-22 04:00:00.0000000,1.468,8282.752
3849,MAC004179,2013-03-22 04:30:00.0000000,1.456,8284.208
3850,MAC004179,2013-03-22 05:00:00.0000000,1.486,8285.694
3851,MAC004179,2013-03-22 05:30:00.0000000,1.503,8287.197
3852,MAC004179,2013-03-22 06:00:00.0000000,1.489,8288.686
3853,MAC004179,2013-03-22 06:30:00.0000000,1.49,8290.176
3854,MAC004179,2013-03-22 07:00:00.0000000,1.719,8291.895
3855,MAC004179,2013-03-22 07:30:00.0000000,1.467,8293.362
3856,MAC004179,2013-03-22 08:00:00.0000000,1.891,8295.253
3857,MAC004179,2013-03-22 08:30:00.0000000,1.639,8296.892
3858,MAC004179,2013-03-22 09:00:00.0000000,1.647,8298.539
3859,MAC004179,2013-03-22 09:30:00.0000000,1.735,8300.274
3860,MAC004179,2013-03-22 10:00:00.0000000,2.085,8302.359
3861,MAC004179,2013-03-22 10:30:00.0000000,2.054,8304.413
3862,MAC004179,2013-03-22 11:00:00.0000000,1.904,8306.317
3863,MAC004179,2013-03-22 11:30:00.0000000,1.805,8308.122
3864,MAC004179,2013-03-22 12:00:00.0000000,3.013,8311.135
3865,MAC004179,2013-03-22 12:30:00.0000000,4.186,8315.321
3866,MAC004179,2013-03-22 13:00:00.0000000,2.287,8317.608
3867,MAC004179,2013-03-22 13:30:00.0000000,2.206,8319.814
3868,MAC004179,2013-03-22 14:00:00.0000000,3.575,8323.389
3869,MAC004179,2013-03-22 14:30:00.0000000,2.421,8325.81
3870,MAC004179,2013-03-22 15:00:00.0000000,1.985,8327.795
3871,MAC004179,2013-03-22 15:30:00.0000000,3.594,8331.389
3872,MAC004179,2013-03-22 16:00:00.0000000,3.624,8335.013
3873,MAC004179,2013-03-22 16:30:00.0000000,2.385,8337.398
3874,MAC004179,2013-03-22 17:00:00.0000000,2.47,8339.868
3875,MAC004179,2013-03-22 17:30:00.0000000,3.498,8343.366
3876,MAC004179,2013-03-22 18:00:00.0000000,3.381,8346.747
3877,MAC004179,2013-03-22 18:30:00.0000000,3.506,8350.253
3878,MAC004179,2013-03-22 19:00:00.0000000,4.096,8354.349
3879,MAC004179,2013-03-22 19:30:00.0000000,4.528,8358.877
3880,MAC004179,2013-03-22 20:00:00.0000000,3.389,8362.266
3881,MAC004179,2013-03-22 20:30:00.0000000,3.271,8365.537
3882,MAC004179,2013-03-22 21:00:00.0000000,5.394,8370.931
3883,MAC004179,2013-03-22 21:30:00.0000000,4.375,8375.306
3884,MAC004179,2013-03-22 22:00:00.0000000,3.876,8379.182
3885,MAC004179,2013-03-22 22:30:00.0000000,3.038,8382.22
3886,MAC004179,2013-03-22 23:00:00.0000000,2.07,8384.29
3887,MAC004179,2013-03-22 23:30:00.0000000,1.896,8386.186
3888,MAC004179,2013-03-23 00:00:00.0000000,1.668,8387.854
3889,MAC004179,2013-03-23 00:30:00.0000000,1.79,8389.644
3890,MAC004179,2013-03-23 01:00:00.0000000,1.816,8391.46
3891,MAC004179,2013-03-23 01:30:00.0000000,1.594,8393.054
3892,MAC004179,2013-03-23 02:00:00.0000000,1.765,8394.819
3893,MAC004179,2013-03-23 02:30:00.0000000,1.777,8396.596
3894,MAC004179,2013-03-23 03:00:00.0000000,1.824,8398.42
3895,MAC004179,2013-03-23 03:30:00.0000000,2.542,8400.962
3896,MAC004179,2013-03-23 04:00:00.0000000,2.219,8403.181
3897,MAC004179,2013-03-23 04:30:00.0000000,2.02,8405.201
3898,MAC004179,2013-03-23 05:00:00.0000000,1.69,8406.891
3899,MAC004179,2013-03-23 05:30:00.0000000,1.7,8408.591
3900,MAC004179,2013-03-23 06:00:00.0000000,1.862,8410.453
3901,MAC004179,2013-03-23 06:30:00.0000000,1.996,8412.449
3902,MAC004179,2013-03-23 07:00:00.0000000,1.833,8414.282
3903,MAC004179,2013-03-23 07:30:00.0000000,2.182,8416.464
3904,MAC004179,2013-03-23 08:00:00.0000000,2.09,8418.554
3905,MAC004179,2013-03-23 08:30:00.0000000,3.525,8422.079
3906,MAC004179,2013-03-23 09:00:00.0000000,2.368,8424.447
3907,MAC004179,2013-03-23 09:30:00.0000000,1.73,8426.177
3908,MAC004179,2013-03-23 10:00:00.0000000,1.859,8428.036
3909,MAC004179,2013-03-23 10:30:00.0000000,2.014,8430.05
3910,MAC004179,2013-03-23 11:00:00.0000000,2.919,8432.969
3911,MAC004179,2013-03-23 11:30:00.0000000,2.716,8435.685
3912,MAC004179,2013-03-23 12:00:00.0000000,2.738,8438.423
3913,MAC004179,2013-03-23 12:30:00.0000000,2.503,8440.926
3914,MAC004179,2013-03-23 13:00:00.0000000,2.516,8443.442
3915,MAC004179,2013-03-23 13:30:00.0000000,1.964,8445.406
3916,MAC004179,2013-03-23 14:00:00.0000000,2.405,8447.811
3917,MAC004179,2013-03-23 14:30:00.0000000,2.565,8450.376
3918,MAC004179,2013-03-23 15:00:00.0000000,2.033,8452.409
3919,MAC004179,2013-03-23 15:30:00.0000000,1.832,8454.241
3920,MAC004179,2013-03-23 16:00:00.0000000,2.252,8456.493
3921,MAC004179,2013-03-23 16:30:00.0000000,1.75,8458.243
3922,MAC004179,2013-03-23 17:00:00.0000000,1.688,8459.931
3923,MAC004179,2013-03-23 17:30:00.0000000,1.968,8461.899
3924,MAC004179,2013-03-23 18:00:00.0000000,2.595,8464.494
3925,MAC004179,2013-03-23 18:30:00.0000000,2.375,8466.869
3926,MAC004179,2013-03-23 19:00:00.0000000,2.582,8469.451
3927,MAC004179,2013-03-23 19:30:00.0000000,2.078,8471.529
3928,MAC004179,2013-03-23 20:00:00.0000000,2.424,8473.953
3929,MAC004179,2013-03-23 20:30:00.0000000,3.593,8477.546
3930,MAC004179,2013-03-23 21:00:00.0000000,2.036,8479.582
3931,MAC004179,2013-03-23 21:30:00.0000000,2.039,8481.621
3932,MAC004179,2013-03-23 22:00:00.0000000,1.97,8483.591
3933,MAC004179,2013-03-23 22:30:00.0000000,2.561,8486.152
3934,MAC004179,2013-03-23 23:00:00.0000000,2.585,8488.737
3935,MAC004179,2013-03-23 23:30:00.0000000,2.74,8491.477
3936,MAC004179,2013-03-24 00:00:00.0000000,2.04,8493.517
3937,MAC004179,2013-03-24 00:30:00.0000000,1.802,8495.319
3938,MAC004179,2013-03-24 01:00:00.0000000,1.677,8496.996
3939,MAC004179,2013-03-24 01:30:00.0000000,1.734,8498.73
3940,MAC004179,2013-03-24 02:00:00.0000000,1.854,8500.584
3941,MAC004179,2013-03-24 02:30:00.0000000,1.829,8502.413
3942,MAC004179,2013-03-24 03:00:00.0000000,1.685,8504.098
3943,MAC004179,2013-03-24 03:30:00.0000000,1.866,8505.964
3944,MAC004179,2013-03-24 04:00:00.0000000,1.915,8507.879
3945,MAC004179,2013-03-24 04:30:00.0000000,2.132,8510.011
3946,MAC004179,2013-03-24 05:00:00.0000000,1.818,8511.829
3947,MAC004179,2013-03-24 05:30:00.0000000,1.78,8513.609
3948,MAC004179,2013-03-24 06:00:00.0000000,1.776,8515.385
3949,MAC004179,2013-03-24 06:30:00.0000000,1.665,8517.05
3950,MAC004179,2013-03-24 07:00:00.0000000,1.816,8518.866
3951,MAC004179,2013-03-24 07:30:00.0000000,1.964,8520.83
3952,MAC004179,2013-03-24 08:00:00.0000000,1.901,8522.731
3953,MAC004179,2013-03-24 08:30:00.0000000,1.901,8524.632
3954,MAC004179,2013-03-24 09:00:00.0000000,1.905,8526.537
3955,MAC004179,2013-03-24 09:30:00.0000000,1.77,8528.307
3956,MAC004179,2013-03-24 10:00:00.0000000,1.782,8530.089
3957,MAC004179,2013-03-24 10:30:00.0000000,2.765,8532.854
3958,MAC004179,2013-03-24 11:00:00.0000000,1.942,8534.796
3959,MAC004179,2013-03-24 11:30:00.0000000,2.169,8536.965
3960,MAC004179,2013-03-24 12:00:00.0000000,2.547,8539.512
3961,MAC004179,2013-03-24 12:30:00.0000000,2.398,8541.91
3962,MAC004179,2013-03-24 13:00:00.0000000,2.366,8544.276
3963,MAC004179,2013-03-24 13:30:00.0000000,3.058,8547.334
3964,MAC004179,2013-03-24 14:00:00.0000000,2.781,8550.115
3965,MAC004179,2013-03-24 14:30:00.0000000,2.226,8552.341
3966,MAC004179,2013-03-24 15:00:00.0000000,2.605,8554.946
3967,MAC004179,2013-03-24 15:30:00.0000000,3.04,8557.986
3968,MAC004179,2013-03-24 16:00:00.0000000,2.971,8560.957
3969,MAC004179,2013-03-24 16:30:00.0000000,3.348,8564.305
3970,MAC004179,2013-03-24 17:00:00.0000000,3.011,8567.316
3971,MAC004179,2013-03-24 17:30:00.0000000,3.344,8570.66
3972,MAC004179,2013-03-24 18:00:00.0000000,3.295,8573.955
3973,MAC004179,2013-03-24 18:30:00.0000000,3.477,8577.432
3974,MAC004179,2013-03-24 19:00:00.0000000,4.088,8581.52
3975,MAC004179,2013-03-24 19:30:00.0000000,5.242,8586.762
3976,MAC004179,2013-03-24 20:00:00.0000000,3.718,8590.48
3977,MAC004179,2013-03-24 20:30:00.0000000,3.313,8593.793
3978,MAC004179,2013-03-24 21:00:00.0000000,4.606,8598.399
3979,MAC004179,2013-03-24 21:30:00.0000000,2.484,8600.883
3980,MAC004179,2013-03-24 22:00:00.0000000,2.832,8603.715
3981,MAC004179,2013-03-24 22:30:00.0000000,2.04,8605.755
3982,MAC004179,2013-03-24 23:00:00.0000000,2.859,8608.614
3983,MAC004179,2013-03-24 23:30:00.0000000,2.091,8610.705
3984,MAC004179,2013-03-25 00:00:00.0000000,2.083,8612.788
3985,MAC004179,2013-03-25 00:30:00.0000000,1.602,8614.39
3986,MAC004179,2013-03-25 01:00:00.0000000,1.922,8616.312
3987,MAC004179,2013-03-25 01:30:00.0000000,1.863,8618.175
3988,MAC004179,2013-03-25 02:00:00.0000000,1.937,8620.112
3989,MAC004179,2013-03-25 02:30:00.0000000,1.877,8621.989
3990,MAC004179,2013-03-25 03:00:00.0000000,1.901,8623.89
3991,MAC004179,2013-03-25 03:30:00.0000000,1.976,8625.866
3992,MAC004179,2013-03-25 04:00:00.0000000,1.76,8627.626
3993,MAC004179,2013-03-25 04:30:00.0000000,1.866,8629.492
3994,MAC004179,2013-03-25 05:00:00.0000000,1.826,8631.318
3995,MAC004179,2013-03-25 05:30:00.0000000,1.779,8633.097
3996,MAC004179,2013-03-25 06:00:00.0000000,1.898,8634.995
3997,MAC004179,2013-03-25 06:30:00.0000000,1.759,8636.754
3998,MAC004179,2013-03-25 07:00:00.0000000,2.619,8639.373
3999,MAC004179,2013-03-25 07:30:00.0000000,2.49,8641.863
4000,MAC004179,2013-03-25 08:00:00.0000000,2.601,8644.464
4001,MAC004179,2013-03-25 08:30:00.0000000,1.805,8646.269
4002,MAC004179,2013-03-25 09:00:00.0000000,2.597,8648.866
4003,MAC004179,2013-03-25 09:30:00.0000000,2.187,8651.053
4004,MAC004179,2013-03-25 10:00:00.0000000,2.105,8653.158
4005,MAC004179,2013-03-25 10:30:00.0000000,1.704,8654.862
4006,MAC004179,2013-03-25 11:00:00.0000000,2.59,8657.452
4007,MAC004179,2013-03-25 11:30:00.0000000,1.903,8659.355
4008,MAC004179,2013-03-25 12:00:00.0000000,2.13,8661.485
4009,MAC004179,2013-03-25 12:30:00.0000000,3.301,8664.786
4010,MAC004179,2013-03-25 13:00:00.0000000,3.131,8667.917
4011,MAC004179,2013-03-25 13:30:00.0000000,2.93,8670.847
4012,MAC004179,2013-03-25 14:00:00.0000000,3.094,8673.941
4013,MAC004179,2013-03-25 14:30:00.0000000,4.69,8678.631
4014,MAC004179,2013-03-25 15:00:00.0000000,3.138,8681.769
4015,MAC004179,2013-03-25 15:30:00.0000000,1.971,8683.74
4016,MAC004179,2013-03-25 16:00:00.0000000,1.966,8685.706
4017,MAC004179,2013-03-25 16:30:00.0000000,3.478,8689.184
4018,MAC004179,2013-03-25 17:00:00.0000000,3.772,8692.956
4019,MAC004179,2013-03-25 17:30:00.0000000,3.509,8696.465
4020,MAC004179,2013-03-25 18:00:00.0000000,4.187,8700.652
4021,MAC004179,2013-03-25 18:30:00.0000000,3.832,8704.484
4022,MAC004179,2013-03-25 19:00:00.0000000,4.542,8709.026
4023,MAC004179,2013-03-25 19:30:00.0000000,4.129,8713.155
4024,MAC004179,2013-03-25 20:00:00.0000000,4.069,8717.224
4025,MAC004179,2013-03-25 20:30:00.0000000,2.839,8720.063
4026,MAC004179,2013-03-25 21:00:00.0000000,2.691,8722.754
4027,MAC004179,2013-03-25 21:30:00.0000000,3.039,8725.793
4028,MAC004179,2013-03-25 22:00:00.0000000,2.866,8728.659
4029,MAC004179,2013-03-25 22:30:00.0000000,2.5,8731.159
4030,MAC004179,2013-03-25 23:00:00.0000000,2.361,8733.52
4031,MAC004179,2013-03-25 23:30:00.0000000,1.761,8735.281
4032,MAC004179,2013-03-26 00:00:00.0000000,1.82,8737.101
4033,MAC004179,2013-03-26 00:30:00.0000000,1.783,8738.884
4034,MAC004179,2013-03-26 01:00:00.0000000,1.912,8740.796
4035,MAC004179,2013-03-26 01:30:00.0000000,1.982,8742.778
4036,MAC004179,2013-03-26 02:00:00.0000000,1.917,8744.695
4037,MAC004179,2013-03-26 02:30:00.0000000,1.668,8746.363
4038,MAC004179,2013-03-26 03:00:00.0000000,1.708,8748.071
4039,MAC004179,2013-03-26 03:30:00.0000000,1.804,8749.875
4040,MAC004179,2013-03-26 04:00:00.0000000,1.891,8751.766
4041,MAC004179,2013-03-26 04:30:00.0000000,1.874,8753.64
4042,MAC004179,2013-03-26 05:00:00.0000000,1.837,8755.477
4043,MAC004179,2013-03-26 05:30:00.0000000,1.731,8757.208
4044,MAC004179,2013-03-26 06:00:00.0000000,1.846,8759.054
4045,MAC004179,2013-03-26 06:30:00.0000000,1.913,8760.967
4046,MAC004179,2013-03-26 07:00:00.0000000,2.529,8763.496
4047,MAC004179,2013-03-26 07:30:00.0000000,3.652,8767.148
4048,MAC004179,2013-03-26 08:00:00.0000000,2.173,8769.321
4049,MAC004179,2013-03-26 08:30:00.0000000,1.687,8771.008
4050,MAC004179,2013-03-26 09:00:00.0000000,1.876,8772.884
4051,MAC004179,2013-03-26 09:30:00.0000000,1.832,8774.716
4052,MAC004179,2013-03-26 10:00:00.0000000,2.046,8776.762
4053,MAC004179,2013-03-26 10:30:00.0000000,1.835,8778.597
4054,MAC004179,2013-03-26 11:00:00.0000000,2.134,8780.731
4055,MAC004179,2013-03-26 11:30:00.0000000,1.836,8782.567
4056,MAC004179,2013-03-26 12:00:00.0000000,1.804,8784.371
4057,MAC004179,2013-03-26 12:30:00.0000000,1.856,8786.227
4058,MAC004179,2013-03-26 13:00:00.0000000,1.803,8788.03
4059,MAC004179,2013-03-26 13:30:00.0000000,2.946,8790.976
4060,MAC004179,2013-03-26 14:00:00.0000000,2.679,8793.655
4061,MAC004179,2013-03-26 14:30:00.0000000,1.977,8795.632
4062,MAC004179,2013-03-26 15:00:00.0000000,2.067,8797.699
4063,MAC004179,2013-03-26 15:30:00.0000000,1.877,8799.576
4064,MAC004179,2013-03-26 16:00:00.0000000,1.719,8801.295
4065,MAC004179,2013-03-26 16:30:00.0000000,2.394,8803.689
4066,MAC004179,2013-03-26 17:00:00.0000000,2.768,8806.457
4067,MAC004179,2013-03-26 17:30:00.0000000,2.845,8809.302
4068,MAC004179,2013-03-26 18:00:00.0000000,2.822,8812.124
4069,MAC004179,2013-03-26 18:30:00.0000000,2.309,8814.433
4070,MAC004179,2013-03-26 19:00:00.0000000,1.865,8816.298
4071,MAC004179,2013-03-26 19:30:00.0000000,2.467,8818.765
4072,MAC004179,2013-03-26 20:00:00.0000000,3.259,8822.024
4073,MAC004179,2013-03-26 20:30:00.0000000,2.76,8824.784
4074,MAC004179,2013-03-26 21:00:00.0000000,2.446,8827.23
4075,MAC004179,2013-03-26 21:30:00.0000000,4.221,8831.451
4076,MAC004179,2013-03-26 22:00:00.0000000,4.423,8835.874
4077,MAC004179,2013-03-26 22:30:00.0000000,2.098,8837.972
4078,MAC004179,2013-03-26 23:00:00.0000000,1.739,8839.711
4079,MAC004179,2013-03-26 23:30:00.0000000,2.055,8841.766
4080,MAC004179,2013-03-27 00:00:00.0000000,2.22,8843.986
4081,MAC004179,2013-03-27 00:30:00.0000000,1.845,8845.831
4082,MAC004179,2013-03-27 01:00:00.0000000,1.903,8847.734
4083,MAC004179,2013-03-27 01:30:00.0000000,1.75,8849.484
4084,MAC004179,2013-03-27 02:00:00.0000000,1.877,8851.361
4085,MAC004179,2013-03-27 02:30:00.0000000,1.981,8853.342
4086,MAC004179,2013-03-27 03:00:00.0000000,1.768,8855.11
4087,MAC004179,2013-03-27 03:30:00.0000000,1.891,8857.001
4088,MAC004179,2013-03-27 04:00:00.0000000,1.758,8858.759
4089,MAC004179,2013-03-27 04:30:00.0000000,1.759,8860.518
4090,MAC004179,2013-03-27 05:00:00.0000000,1.681,8862.199
4091,MAC004179,2013-03-27 05:30:00.0000000,1.851,8864.05
4092,MAC004179,2013-03-27 06:00:00.0000000,1.857,8865.907
4093,MAC004179,2013-03-27 06:30:00.0000000,1.937,8867.844
4094,MAC004179,2013-03-27 07:00:00.0000000,2.419,8870.263
4095,MAC004179,2013-03-27 07:30:00.0000000,3.085,8873.348
4096,MAC004179,2013-03-27 08:00:00.0000000,2.112,8875.46
4097,MAC004179,2013-03-27 08:30:00.0000000,1.643,8877.103
4098,MAC004179,2013-03-27 09:00:00.0000000,1.734,8878.837
4099,MAC004179,2013-03-27 09:30:00.0000000,1.964,8880.801
4100,MAC004179,2013-03-27 10:00:00.0000000,1.964,8882.765
4101,MAC004179,2013-03-27 10:30:00.0000000,1.726,8884.491
4102,MAC004179,2013-03-27 11:00:00.0000000,1.805,8886.296
4103,MAC004179,2013-03-27 11:30:00.0000000,2.274,8888.57
4104,MAC004179,2013-03-27 12:00:00.0000000,1.577,8890.147
4105,MAC004179,2013-03-27 12:30:00.0000000,1.798,8891.945
4106,MAC004179,2013-03-27 13:00:00.0000000,2.969,8894.914
4107,MAC004179,2013-03-27 13:30:00.0000000,2.427,8897.341
4108,MAC004179,2013-03-27 14:00:00.0000000,2.654,8899.995
4109,MAC004179,2013-03-27 14:30:00.0000000,2.292,8902.287
4110,MAC004179,2013-03-27 15:00:00.0000000,1.777,8904.064
4111,MAC004179,2013-03-27 15:30:00.0000000,1.872,8905.936
4112,MAC004179,2013-03-27 16:00:00.0000000,1.777,8907.713
4113,MAC004179,2013-03-27 16:30:00.0000000,1.85,8909.563
4114,MAC004179,2013-03-27 17:00:00.0000000,1.829,8911.392
4115,MAC004179,2013-03-27 17:30:00.0000000,1.881,8913.273
4116,MAC004179,2013-03-27 18:00:00.0000000,2.159,8915.432
4117,MAC004179,2013-03-27 18:30:00.0000000,4.526,8919.958
4118,MAC004179,2013-03-27 19:00:00.0000000,4.907,8924.865
4119,MAC004179,2013-03-27 19:30:00.0000000,3.232,8928.097
4120,MAC004179,2013-03-27 20:00:00.0000000,2.614,8930.711
4121,MAC004179,2013-03-27 20:30:00.0000000,3.078,8933.789
4122,MAC004179,2013-03-27 21:00:00.0000000,3.046,8936.835
4123,MAC004179,2013-03-27 21:30:00.0000000,3.231,8940.066
4124,MAC004179,2013-03-27 22:00:00.0000000,2.514,8942.58
4125,MAC004179,2013-03-27 22:30:00.0000000,2.885,8945.465
4126,MAC004179,2013-03-27 23:00:00.0000000,1.903,8947.368
4127,MAC004179,2013-03-27 23:30:00.0000000,1.805,8949.173
4128,MAC004179,2013-03-28 00:00:00.0000000,1.707,8950.88
4129,MAC004179,2013-03-28 00:30:00.0000000,1.639,8952.519
4130,MAC004179,2013-03-28 01:00:00.0000000,1.894,8954.413
4131,MAC004179,2013-03-28 01:30:00.0000000,1.792,8956.205
4132,MAC004179,2013-03-28 02:00:00.0000000,1.762,8957.967
4133,MAC004179,2013-03-28 02:30:00.0000000,1.824,8959.791
4134,MAC004179,2013-03-28 03:00:00.0000000,2.285,8962.076
4135,MAC004179,2013-03-28 03:30:00.0000000,1.829,8963.905
4136,MAC004179,2013-03-28 04:00:00.0000000,1.68,8965.585
4137,MAC004179,2013-03-28 04:30:00.0000000,1.801,8967.386
4138,MAC004179,2013-03-28 05:00:00.0000000,1.687,8969.073
4139,MAC004179,2013-03-28 05:30:00.0000000,1.863,8970.936
4140,MAC004179,2013-03-28 06:00:00.0000000,1.744,8972.68
4141,MAC004179,2013-03-28 06:30:00.0000000,1.673,8974.353
4142,MAC004179,2013-03-28 07:00:00.0000000,2.31,8976.663
4143,MAC004179,2013-03-28 07:30:00.0000000,2.697,8979.36
4144,MAC004179,2013-03-28 08:00:00.0000000,2.149,8981.509
4145,MAC004179,2013-03-28 08:30:00.0000000,1.752,8983.261
4146,MAC004179,2013-03-28 09:00:00.0000000,2.648,8985.909
4147,MAC004179,2013-03-28 09:30:00.0000000,2.039,8987.948
4148,MAC004179,2013-03-28 10:00:00.0000000,2.028,8989.976
4149,MAC004179,2013-03-28 10:30:00.0000000,2.58,8992.556
4150,MAC004179,2013-03-28 11:00:00.0000000,3.629,8996.185
4151,MAC004179,2013-03-28 11:30:00.0000000,2.375,8998.56
4152,MAC004179,2013-03-28 12:00:00.0000000,2.381,9000.941
4153,MAC004179,2013-03-28 12:30:00.0000000,3.218,9004.159
4154,MAC004179,2013-03-28 13:00:00.0000000,3.086,9007.245
4155,MAC004179,2013-03-28 13:30:00.0000000,2.156,9009.401
4156,MAC004179,2013-03-28 14:00:00.0000000,2.446,9011.847
4157,MAC004179,2013-03-28 14:30:00.0000000,3.708,9015.555
4158,MAC004179,2013-03-28 15:00:00.0000000,3.941,9019.496
4159,MAC004179,2013-03-28 15:30:00.0000000,3.0,9022.496
4160,MAC004179,2013-03-28 16:00:00.0000000,5.106,9027.602
4161,MAC004179,2013-03-28 16:30:00.0000000,4.59,9032.192
