tstp,CO
2018/6/8,0.24
2018/6/8,0.29
2018/6/8,0.34
2018/6/8,0.3
2018/6/9,0.3
2018/6/9,0.35
2018/6/9,0.36
2018/6/9,0.33
2018/6/9,0.24
2018/6/9,0.25
2018/6/9,0.28
2018/6/9,0.24
2018/6/9,0.25
2018/6/9,0.31
2018/6/9,0.25
2018/6/9,0.26
2018/6/9,0.21
2018/6/9,0.18
2018/6/9,0.16
2018/6/9,0.14
2018/6/9,0.15
2018/6/9,0.17
2018/6/9,0.18
2018/6/9,0.19
2018/6/9,0.2
2018/6/9,0.23
2018/6/9,0.33
2018/6/9,0.33
2018/6/10,0.34
2018/6/10,0.35
2018/6/10,0.35
2018/6/10,0.33
2018/6/10,0.31
2018/6/10,0.34
2018/6/10,0.36
2018/6/10,0.33
2018/6/10,0.26
2018/6/10,0.28
2018/6/10,0.36
2018/6/10,0.36
2018/6/10,0.4
2018/6/10,0.19
2018/6/10,0.14
2018/6/10,0.13
2018/6/10,0.17
2018/6/10,0.26
2018/6/10,0.27
2018/6/10,0.22
2018/6/10,0.29
2018/6/10,0.3
2018/6/10,0.36
2018/6/10,0.3
2018/6/11,0.27
2018/6/11,0.31
2018/6/11,0.32
2018/6/11,0.28
2018/6/11,0.25
2018/6/11,0.25
2018/6/11,0.19
2018/6/11,0.22
2018/6/11,0.21
2018/6/11,0.2
2018/6/11,0.21
2018/6/11,0.19
2018/6/11,0.19
2018/6/11,0.21
2018/6/11,0.21
2018/6/11,0.23
2018/6/11,0.26
2018/6/11,0.29
2018/6/11,0.36
2018/6/11,0.38
2018/6/11,0.41
2018/6/11,0.53
2018/6/11,0.51
2018/6/11,0.5
2018/6/12,0.45
2018/6/12,0.42
2018/6/12,0.38
2018/6/12,0.29
2018/6/12,0.27
2018/6/12,0.3
2018/6/12,0.33
2018/6/12,0.37
2018/6/12,0.38
2018/6/12,0.44
2018/6/12,0.38
2018/6/12,0.42
2018/6/12,0.4
2018/6/12,0.36
2018/6/12,0.34
2018/6/12,0.32
2018/6/12,0.36
2018/6/12,0.47
2018/6/12,0.61
2018/6/12,0.66
2018/6/12,0.78
2018/6/12,0.71
2018/6/12,0.55
2018/6/12,0.4
2018/6/13,0.38
2018/6/13,0.29
2018/6/13,0.3
2018/6/13,0.32
2018/6/13,0.3
2018/6/13,0.31
2018/6/13,0.35
2018/6/13,0.41
2018/6/13,0.33
2018/6/13,0.3
2018/6/13,0.29
2018/6/13,0.29
2018/6/13,0.33
2018/6/13,0.33
2018/6/13,0.33
2018/6/13,0.37
2018/6/13,0.38
2018/6/13,0.41
2018/6/13,0.54
2018/6/13,0.61
2018/6/13,0.65
2018/6/13,0.69
2018/6/13,0.57
2018/6/13,0.62
2018/6/14,0.71
2018/6/14,0.52
2018/6/14,0.44
2018/6/14,0.39
2018/6/14,0.39
2018/6/14,0.4
2018/6/14,0.44
2018/6/14,0.5
2018/6/14,0.49
2018/6/14,0.44
2018/6/14,0.4
2018/6/14,0.38
2018/6/14,0.2
2018/6/14,0.18
2018/6/14,0.17
2018/6/14,0.17
2018/6/14,0.23
2018/6/14,0.26
2018/6/14,0.24
2018/6/14,0.22
2018/6/14,0.23
2018/6/14,0.21
2018/6/14,0.22
2018/6/14,0.19
2018/6/15,0.2
2018/6/15,0.18
2018/6/15,0.17
2018/6/15,0.17
2018/6/15,0.17
2018/6/15,0.15
2018/6/15,0.18
2018/6/15,0.21
2018/6/15,0.2
2018/6/15,0.2
2018/6/15,0.21
2018/6/15,0.21
2018/6/15,0.17
2018/6/15,0.14
2018/6/15,0.17
2018/6/15,0.15
2018/6/15,0.17
2018/6/15,0.2
2018/6/15,0.2
2018/6/15,0.2
2018/6/15,0.22
2018/6/15,0.24
2018/6/15,0.22
2018/6/15,0.2
2018/6/16,0.18
2018/6/16,0.13
2018/6/16,0.13
2018/6/16,0.14
2018/6/16,0.13
2018/6/16,0.12
2018/6/16,0.13
2018/6/16,0.16
2018/6/16,0.15
2018/6/16,0.15
2018/6/16,0.17
2018/6/16,0.15
2018/6/16,0.14
2018/6/16,0.14
2018/6/16,0.15
2018/6/16,0.14
2018/6/16,0.18
2018/6/16,0.21
2018/6/16,0.25
2018/6/16,0.29
2018/6/16,0.34
2018/6/16,0.27
2018/6/16,0.22
2018/6/16,0.26
2018/6/17,0.26
2018/6/17,0.27
2018/6/17,0.22
2018/6/17,0.29
2018/6/17,0.28
2018/6/17,0.27
2018/6/17,0.25
2018/6/17,0.28
2018/6/17,0.29
2018/6/17,0.28
2018/6/17,0.27
2018/6/17,0.27
2018/6/17,0.24
2018/6/17,0.24
2018/6/17,0.21
2018/6/17,0.2
2018/6/17,0.23
2018/6/17,0.43
2018/6/17,0.37
2018/6/17,0.38
2018/6/17,0.45
2018/6/17,0.37
2018/6/17,0.31
2018/6/17,0.25
2018/6/18,0.27
2018/6/18,0.28
2018/6/18,0.21
2018/6/18,0.16
2018/6/18,0.13
2018/6/18,0.18
2018/6/18,0.21
2018/6/18,0.26
2018/6/18,0.24
2018/6/18,0.18
2018/6/18,0.21
2018/6/18,0.28
2018/6/18,0.25
2018/6/18,0.29
2018/6/18,0.29
2018/6/18,0.22
2018/6/18,0.16
2018/6/18,0.17
2018/6/18,0.19
2018/6/18,0.21
2018/6/18,0.23
2018/6/18,0.25
2018/6/18,0.22
2018/6/18,0.21
2018/6/19,0.18
2018/6/19,0.16
2018/6/19,0.16
2018/6/19,0.12
2018/6/19,0.12
2018/6/19,0.13
2018/6/19,0.17
2018/6/19,0.33
2018/6/19,0.26
2018/6/19,0.23
2018/6/19,0.23
2018/6/19,0.23
2018/6/19,0.21
2018/6/19,0.19
2018/6/19,0.19
2018/6/19,0.19
2018/6/19,0.23
2018/6/19,0.24
2018/6/19,0.23
2018/6/19,0.25
2018/6/19,0.23
2018/6/19,0.23
2018/6/19,0.18
2018/6/19,0.14
2018/6/20,0.13
2018/6/20,0.12
2018/6/20,0.13
2018/6/20,0.11
2018/6/20,0.12
2018/6/20,0.13
2018/6/20,0.16
2018/6/20,0.22
2018/6/20,0.24
2018/6/20,0.2
2018/6/20,0.2
2018/6/20,0.2
2018/6/20,0.22
2018/6/20,0.2
2018/6/20,0.21
2018/6/20,0.23
2018/6/20,0.23
2018/6/20,0.32
2018/6/20,0.46
2018/6/20,0.35
2018/6/20,0.38
2018/6/20,0.4
2018/6/20,0.24
2018/6/20,0.2
2018/6/21,0.21
2018/6/21,0.18
2018/6/21,0.17
2018/6/21,0.15
2018/6/21,0.14
2018/6/21,0.14
2018/6/21,0.21
2018/6/21,0.36
2018/6/21,0.34
2018/6/21,0.28
2018/6/21,0.2
2018/6/21,0.17
2018/6/21,0.16
2018/6/21,0.19
2018/6/21,0.17
2018/6/21,0.2
2018/6/21,0.21
2018/6/21,0.22
2018/6/21,0.39
2018/6/21,0.48
2018/6/21,0.46
2018/6/21,0.74
2018/6/21,0.66
2018/6/21,0.49
2018/6/22,0.29
2018/6/22,0.26
2018/6/22,0.19
2018/6/22,0.15
2018/6/22,0.17
2018/6/22,0.22
2018/6/22,0.25
2018/6/22,0.35
2018/6/22,0.3
2018/6/22,0.25
2018/6/22,0.21
2018/6/22,0.19
2018/6/22,0.16
2018/6/22,0.16
2018/6/22,0.15
2018/6/22,0.17
2018/6/22,0.24
2018/6/22,0.38
2018/6/22,0.46
2018/6/22,0.46
2018/6/22,0.42
2018/6/22,0.32
2018/6/22,0.27
2018/6/22,0.24
2018/6/23,0.25
2018/6/23,0.24
2018/6/23,0.2
2018/6/23,0.17
2018/6/23,0.16
2018/6/23,0.19
2018/6/23,0.23
2018/6/23,0.24
2018/6/23,0.25
2018/6/23,0.2
2018/6/23,0.19
2018/6/23,0.17
2018/6/23,0.2
2018/6/23,0.16
2018/6/23,0.16
2018/6/23,0.18
2018/6/23,0.18
2018/6/23,0.27
2018/6/23,0.28
2018/6/23,0.3
2018/6/23,0.41
2018/6/23,0.38
2018/6/23,0.33
2018/6/23,0.32
2018/6/24,0.31
2018/6/24,0.21
2018/6/24,0.17
2018/6/24,0.16
2018/6/24,0.17
2018/6/24,0.21
2018/6/24,0.24
2018/6/24,0.32
2018/6/24,0.28
2018/6/24,0.23
2018/6/24,0.2
2018/6/24,0.16
2018/6/24,0.12
2018/6/24,0.12
2018/6/24,0.11
2018/6/24,0.12
2018/6/24,0.13
2018/6/24,0.22
2018/6/24,0.21
2018/6/24,0.21
2018/6/24,0.29
2018/6/24,0.28
2018/6/24,0.34
2018/6/24,0.25
2018/6/25,0.25
2018/6/25,0.21
2018/6/25,0.17
2018/6/25,0.15
2018/6/25,0.16
2018/6/25,0.15
2018/6/25,0.2
2018/6/25,0.37
2018/6/25,0.33
2018/6/25,0.27
2018/6/25,0.27
2018/6/25,0.2
2018/6/25,0.16
2018/6/25,0.15
2018/6/25,0.19
2018/6/25,0.18
2018/6/25,0.13
2018/6/25,0.19
2018/6/25,0.36
2018/6/25,0.3
2018/6/25,0.38
2018/6/25,0.39
2018/6/25,0.4
2018/6/25,0.29
2018/6/26,0.23
2018/6/26,0.2
2018/6/26,0.18
2018/6/26,0.18
2018/6/26,0.16
2018/6/26,0.18
2018/6/26,0.26
2018/6/26,0.27
2018/6/26,0.18
2018/6/26,0.26
2018/6/26,0.34
2018/6/26,0.29
2018/6/26,0.2
2018/6/26,0.21
2018/6/26,0.12
2018/6/26,0.13
2018/6/26,0.14
2018/6/26,0.18
2018/6/26,0.25
2018/6/26,0.27
2018/6/26,0.28
2018/6/26,0.28
2018/6/26,0.36
2018/6/26,0.52
2018/6/27,0.45
2018/6/27,0.39
2018/6/27,0.34
2018/6/27,0.25
2018/6/27,0.2
2018/6/27,0.23
2018/6/27,0.25
2018/6/27,0.26
2018/6/27,0.19
2018/6/27,0.24
2018/6/27,0.21
2018/6/27,1.07
2018/6/27,0.74
2018/6/27,0.34
2018/6/27,0.48
2018/6/27,0.14
2018/6/27,0.24
2018/6/27,0.18
2018/6/27,0.28
2018/6/27,0.32
2018/6/27,0.34
2018/6/27,0.36
2018/6/27,0.28
2018/6/27,0.22
2018/6/28,0.2
2018/6/28,0.14
2018/6/28,0.13
2018/6/28,0.13
2018/6/28,0.12
2018/6/28,0.14
2018/6/28,0.22
2018/6/28,0.28
2018/6/28,0.28
2018/6/28,0.28
2018/6/28,0.28
2018/6/28,0.18
2018/6/28,0.14
2018/6/28,0.14
2018/6/28,0.11
2018/6/28,0.14
2018/6/28,0.18
2018/6/28,0.28
2018/6/28,0.34
2018/6/28,0.35
2018/6/28,0.37
2018/6/28,0.32
2018/6/28,0.29
2018/6/28,0.2
2018/6/29,0.2
2018/6/29,0.12
2018/6/29,0.13
2018/6/29,0.13
2018/6/29,0.13
2018/6/29,0.17
2018/6/29,0.2
2018/6/29,0.27
2018/6/29,0.24
2018/6/29,0.21
2018/6/29,0.17
2018/6/29,0.12
2018/6/29,0.14
2018/6/29,0.09
2018/6/29,0.09
2018/6/29,0.09
2018/6/29,0.13
2018/6/29,0.17
2018/6/29,0.21
2018/6/29,0.2
2018/6/29,0.21
2018/6/29,0.25
2018/6/29,0.33
2018/6/29,0.27
2018/6/30,0.33
2018/6/30,0.26
2018/6/30,0.17
2018/6/30,0.14
2018/6/30,0.16
2018/6/30,0.19
2018/6/30,0.2
2018/6/30,0.23
2018/6/30,0.16
2018/6/30,0.34
2018/6/30,0.27
2018/6/30,0.29
2018/6/30,0.51
2018/6/30,0.31
2018/6/30,0.16
2018/6/30,0.34
2018/6/30,0.2
2018/6/30,0.22
2018/6/30,0.22
2018/6/30,0.4
2018/6/30,0.3
2018/6/30,0.24
2018/6/30,0.22
2018/6/30,0.23
2018/7/1,0.23
2018/7/1,0.19
2018/7/1,0.12
2018/7/1,0.1
2018/7/1,0.12
2018/7/1,0.15
2018/7/1,0.14
2018/7/1,0.16
2018/7/1,0.18
2018/7/1,0.2
2018/7/1,0.15
2018/7/1,0.15
2018/7/1,0.12
2018/7/1,0.12
2018/7/1,0.12
2018/7/1,0.13
2018/7/1,0.15
2018/7/1,0.15
2018/7/1,0.19
2018/7/1,0.18
2018/7/1,0.16
2018/7/1,0.16
2018/7/1,0.18
2018/7/1,0.16
2018/7/2,0.14
2018/7/2,0.14
2018/7/2,0.14
2018/7/2,0.12
2018/7/2,0.13
2018/7/2,0.13
2018/7/2,0.15
2018/7/2,0.21
2018/7/2,0.32
2018/7/2,0.37
2018/7/2,0.22
2018/7/2,0.2
2018/7/2,0.2
2018/7/2,0.22
2018/7/2,0.17
2018/7/2,0.17
2018/7/2,0.21
2018/7/2,0.27
2018/7/2,0.32
2018/7/2,0.27
2018/7/2,0.25
2018/7/2,0.26
2018/7/2,0.22
2018/7/2,0.19
2018/7/3,0.17
2018/7/3,0.14
2018/7/3,0.13
2018/7/3,0.14
2018/7/3,0.14
2018/7/3,0.15
2018/7/3,0.19
2018/7/3,0.26
2018/7/3,0.25
2018/7/3,0.23
2018/7/3,0.2
2018/7/3,0.26
2018/7/3,0.16
2018/7/3,0.14
2018/7/3,0.14
2018/7/3,0.16
2018/7/3,0.22
2018/7/3,0.29
2018/7/3,0.35
2018/7/3,0.32
2018/7/3,0.29
2018/7/3,0.3
2018/7/3,0.2
2018/7/3,0.17
2018/7/4,0.16
2018/7/4,0.17
2018/7/4,0.15
2018/7/4,0.15
2018/7/4,0.15
2018/7/4,0.17
2018/7/4,0.24
2018/7/4,0.37
2018/7/4,0.32
2018/7/4,0.26
2018/7/4,0.23
2018/7/4,0.21
2018/7/4,0.19
2018/7/4,0.21
2018/7/4,0.2
2018/7/4,0.2
2018/7/4,0.24
2018/7/4,0.32
2018/7/4,0.51
2018/7/4,0.36
2018/7/4,0.3
2018/7/4,0.3
2018/7/4,0.24
2018/7/4,0.21
2018/7/5,0.17
2018/7/5,0.16
2018/7/5,0.15
2018/7/5,0.14
2018/7/5,0.15
2018/7/5,0.17
2018/7/5,0.23
2018/7/5,0.37
2018/7/5,0.31
2018/7/5,0.26
2018/7/5,0.27
2018/7/5,0.34
2018/7/5,0.21
2018/7/5,0.22
2018/7/5,0.26
2018/7/5,0.35
2018/7/5,0.38
2018/7/5,0.48
2018/7/5,0.49
2018/7/5,0.41
2018/7/5,0.32
2018/7/5,0.29
2018/7/5,0.29
2018/7/5,0.19
2018/7/6,0.19
2018/7/6,0.16
2018/7/6,0.16
2018/7/6,0.15
2018/7/6,0.15
2018/7/6,0.15
2018/7/6,0.24
2018/7/6,0.34
2018/7/6,0.29
2018/7/6,0.24
2018/7/6,0.23
2018/7/6,0.22
2018/7/6,0.18
2018/7/6,0.17
2018/7/6,0.18
2018/7/6,0.18
2018/7/6,0.23
2018/7/6,0.32
2018/7/6,0.45
2018/7/6,0.6
2018/7/6,0.47
2018/7/6,0.47
2018/7/6,0.4
2018/7/6,0.28
2018/7/7,0.28
2018/7/7,0.15
2018/7/7,0.14
2018/7/7,0.11
2018/7/7,0.11
2018/7/7,0.15
2018/7/7,0.22
2018/7/7,0.35
2018/7/7,0.25
2018/7/7,0.19
2018/7/7,0.17
2018/7/7,0.16
2018/7/7,0.11
2018/7/7,0.09
2018/7/7,0.08
2018/7/7,0.11
2018/7/7,0.08
2018/7/7,0.15
2018/7/7,0.13
2018/7/7,0.26
2018/7/7,0.28
2018/7/7,0.31
2018/7/7,0.28
2018/7/7,0.18
2018/7/8,0.1
2018/7/8,0.15
2018/7/8,0.12
2018/7/8,0.11
2018/7/8,0.11
2018/7/8,0.15
2018/7/8,0.21
2018/7/8,0.17
2018/7/8,0.16
2018/7/8,0.18
2018/7/8,0.41
2018/7/8,0.52
2018/7/8,0.18
2018/7/8,0.12
2018/7/8,0.11
2018/7/8,0.14
2018/7/8,0.14
2018/7/8,0.18
2018/7/8,0.18
2018/7/8,0.2
2018/7/8,0.24
2018/7/8,0.26
2018/7/8,0.24
2018/7/8,0.16
2018/7/9,0.14
2018/7/9,0.12
2018/7/9,0.1
2018/7/9,0.1
2018/7/9,0.1
2018/7/9,0.1
2018/7/9,0.15
2018/7/9,0.19
2018/7/9,0.14
2018/7/9,0.13
2018/7/9,0.15
2018/7/9,0.15
2018/7/9,0.13
2018/7/9,0.11
2018/7/9,0.1
2018/7/9,0.11
2018/7/9,0.12
2018/7/9,0.16
2018/7/9,0.17
2018/7/9,0.21
2018/7/9,0.22
2018/7/9,0.31
2018/7/9,0.35
2018/7/9,0.38
2018/7/10,0.34
2018/7/10,0.34
2018/7/10,0.32
2018/7/10,0.24
2018/7/10,0.22
2018/7/10,0.17
2018/7/10,0.31
2018/7/10,0.3
2018/7/10,0.32
2018/7/10,0.26
2018/7/10,0.14
2018/7/10,0.11
2018/7/10,0.1
2018/7/10,0.09
2018/7/10,0.08
2018/7/10,0.09
2018/7/10,0.09
2018/7/10,0.11
2018/7/10,0.12
2018/7/10,0.12
2018/7/10,0.09
2018/7/10,0.08
2018/7/10,0.07
2018/7/10,0.06
2018/7/11,0.06
2018/7/11,0.01
2018/7/11,0
2018/7/11,0.01
2018/7/11,0.24
2018/7/11,0.04
2018/7/11,0.07
2018/7/11,0.2
2018/7/11,0.19
2018/7/11,0.15
2018/7/11,0.15
2018/7/11,0.16
2018/7/11,0.14
2018/7/11,0.16
2018/7/11,0.16
2018/7/11,0.18
2018/7/11,0.15
2018/7/11,0.33
2018/7/11,0.34
2018/7/11,0.21
2018/7/11,0.25
2018/7/11,0.22
2018/7/11,0.14
2018/7/11,0.13
2018/7/12,0.16
2018/7/12,0.21
2018/7/12,0.21
2018/7/12,0.19
2018/7/12,0.17
2018/7/12,0.23
2018/7/12,0.25
2018/7/12,0.29
2018/7/12,0.33
2018/7/12,0.23
2018/7/12,0.18
2018/7/12,0.22
2018/7/12,0.17
2018/7/12,0.11
2018/7/12,0.1
2018/7/12,0.11
2018/7/12,0.14
2018/7/12,0.16
2018/7/12,0.19
2018/7/12,0.19
2018/7/12,0.21
2018/7/12,0.22
2018/7/12,0.25
2018/7/12,0.25
2018/7/13,0.17
2018/7/13,0.1
2018/7/13,0.08
2018/7/13,0.09
2018/7/13,0.09
2018/7/13,0.13
2018/7/13,0.25
2018/7/13,0.28
2018/7/13,0.49
2018/7/13,0.49
2018/7/13,0.55
2018/7/13,0.47
2018/7/13,0.16
2018/7/13,0.14
2018/7/13,0.17
2018/7/13,0.17
2018/7/13,0.19
2018/7/13,0.23
2018/7/13,0.29
2018/7/13,0.27
2018/7/13,0.25
2018/7/13,0.18
2018/7/13,0.19
2018/7/13,0.17
2018/7/14,0.16
2018/7/14,0.14
2018/7/14,0.28
2018/7/14,0.26
2018/7/14,0.23
2018/7/14,0.23
2018/7/14,0.27
2018/7/14,0.31
2018/7/14,0.26
2018/7/14,0.27
2018/7/14,0.26
2018/7/14,0.28
2018/7/14,0.29
2018/7/14,0.29
2018/7/14,0.32
2018/7/14,0.25
2018/7/14,0.2
2018/7/14,0.26
2018/7/14,0.27
2018/7/14,0.32
2018/7/14,0.29
2018/7/14,0.41
2018/7/14,0.57
2018/7/14,0.44
2018/7/15,0.37
2018/7/15,0.28
2018/7/15,0.25
2018/7/15,0.23
2018/7/15,0.22
2018/7/15,0.23
2018/7/15,0.21
2018/7/15,0.17
2018/7/15,0.23
2018/7/15,0.26
2018/7/15,0.23
2018/7/15,0.29
2018/7/15,0.27
2018/7/15,0.27
2018/7/15,0.27
2018/7/15,0.28
2018/7/15,0.34
2018/7/15,0.26
2018/7/15,0.19
2018/7/15,0.2
2018/7/15,0.3
2018/7/15,0.49
2018/7/15,0.51
2018/7/15,0.68
2018/7/16,0.59
2018/7/16,0.36
2018/7/16,0.4
2018/7/16,0.52
2018/7/16,0.47
2018/7/16,0.39
2018/7/16,0.48
2018/7/16,0.41
2018/7/16,0.34
2018/7/16,0.37
2018/7/16,0.31
2018/7/16,0.42
2018/7/16,0.34
2018/7/16,0.47
2018/7/16,0.16
2018/7/16,0.15
2018/7/16,0.18
2018/7/16,0.22
2018/7/16,0.33
2018/7/16,0.4
2018/7/16,0.37
2018/7/16,0.27
2018/7/16,0.24
2018/7/16,0.27
2018/7/17,0.28
2018/7/17,0.35
2018/7/17,0.33
2018/7/17,0.37
2018/7/17,0.32
2018/7/17,0.32
2018/7/17,0.38
2018/7/17,0.53
2018/7/17,0.52
2018/7/17,0.53
2018/7/17,0.47
2018/7/17,0.45
2018/7/17,0.43
2018/7/17,0.37
2018/7/17,0.26
2018/7/17,0.26
2018/7/17,0.28
2018/7/17,0.36
2018/7/17,0.35
2018/7/17,0.41
2018/7/17,0.37
2018/7/17,0.37
2018/7/17,0.28
2018/7/17,0.26
2018/7/18,0.31
2018/7/18,0.2
2018/7/18,0.18
2018/7/18,0.18
2018/7/18,0.21
2018/7/18,0.2
2018/7/18,0.23
2018/7/18,0.27
2018/7/18,0.28
2018/7/18,0.23
2018/7/18,0.22
2018/7/18,0.27
2018/7/18,0.23
2018/7/18,0.22
2018/7/18,0.24
2018/7/18,0.27
2018/7/18,0.24
2018/7/18,0.24
2018/7/18,0.21
2018/7/18,0.27
2018/7/18,0.41
2018/7/18,0.33
2018/7/18,0.28
2018/7/18,0.24
2018/7/19,0.17
2018/7/19,0.15
2018/7/19,0.18
2018/7/19,0.18
2018/7/19,0.17
2018/7/19,0.21
2018/7/19,0.24
2018/7/19,0.26
2018/7/19,0.27
2018/7/19,0.24
2018/7/19,0.27
2018/7/19,0.25
2018/7/19,0.21
2018/7/19,0.14
2018/7/19,0.12
2018/7/19,0.09
2018/7/19,0.12
2018/7/19,0.14
2018/7/19,0.17
2018/7/19,0.14
2018/7/19,0.21
2018/7/19,0.2
2018/7/19,0.24
2018/7/19,0.21
2018/7/20,0.2
2018/7/20,0.18
2018/7/20,0.16
2018/7/20,0.15
2018/7/20,0.14
2018/7/20,0.14
2018/7/20,0.17
2018/7/20,0.26
2018/7/20,0.27
2018/7/20,0.27
2018/7/20,0.25
2018/7/20,0.22
2018/7/20,0.25
2018/7/20,0.16
2018/7/20,0.12
2018/7/20,0.09
2018/7/20,0.1
2018/7/20,0.13
2018/7/20,0.16
2018/7/20,0.16
2018/7/20,0.17
2018/7/20,0.21
2018/7/20,0.23
2018/7/20,0.25
2018/7/21,0.28
2018/7/21,0.29
2018/7/21,0.25
2018/7/21,0.21
2018/7/21,0.21
2018/7/21,0.21
2018/7/21,0.23
2018/7/21,0.25
2018/7/21,0.27
2018/7/21,0.25
2018/7/21,0.2
2018/7/21,0.2
2018/7/21,0.12
2018/7/21,0.1
2018/7/21,0.09
2018/7/21,0.09
2018/7/21,0.11
2018/7/21,0.14
2018/7/21,0.19
2018/7/21,0.21
2018/7/21,0.21
2018/7/21,0.21
2018/7/21,0.23
2018/7/21,0.21
2018/7/22,0.22
2018/7/22,0.29
2018/7/22,0.3
2018/7/22,0.27
2018/7/22,0.19
2018/7/22,0.2
2018/7/22,0.24
2018/7/22,0.27
2018/7/22,0.27
2018/7/22,0.32
2018/7/22,0.37
2018/7/22,0.38
2018/7/22,0.48
2018/7/22,0.53
2018/7/22,0.35
2018/7/22,0.15
2018/7/22,0.28
2018/7/22,0.46
2018/7/22,0.52
2018/7/22,0.53
2018/7/22,0.41
2018/7/22,0.23
2018/7/22,0.18
2018/7/22,0.18
2018/7/23,0.17
2018/7/23,0.12
2018/7/23,0.1
2018/7/23,0.1
2018/7/23,0.1
2018/7/23,0.13
2018/7/23,0.21
2018/7/23,0.42
2018/7/23,0.36
2018/7/23,0.32
2018/7/23,0.26
2018/7/23,0.18
2018/7/23,0.18
2018/7/23,0.2
2018/7/23,0.23
2018/7/23,0.13
2018/7/23,0.14
2018/7/23,0.19
2018/7/23,0.26
2018/7/23,0.36
2018/7/23,0.38
2018/7/23,0.31
2018/7/23,0.25
2018/7/23,0.24
2018/7/24,0.25
2018/7/24,0.24
2018/7/24,0.21
2018/7/24,0.2
2018/7/24,0.18
2018/7/24,0.19
2018/7/24,0.25
2018/7/24,0.29
2018/7/24,0.28
2018/7/24,0.24
2018/7/24,0.22
2018/7/24,0.19
2018/7/24,0.19
2018/7/24,0.17
2018/7/24,0.35
2018/7/24,0.29
2018/7/24,0.35
2018/7/24,0.39
2018/7/24,0.35
2018/7/24,0.31
2018/7/24,0.29
2018/7/24,0.35
2018/7/24,0.27
2018/7/24,0.21
2018/7/25,0.23
2018/7/25,0.24
2018/7/25,0.25
2018/7/25,0.18
2018/7/25,0.13
2018/7/25,0.16
2018/7/25,0.22
2018/7/25,0.3
2018/7/25,0.2
2018/7/25,0.3
2018/7/25,0.48
2018/7/25,0.3
2018/7/25,0.18
2018/7/25,0.12
2018/7/25,0.14
2018/7/25,0.16
2018/7/25,0.18
2018/7/25,0.2
2018/7/25,0.3
2018/7/25,0.37
2018/7/25,0.41
2018/7/25,0.43
2018/7/25,0.44
2018/7/25,0.36
2018/7/26,0.35
2018/7/26,0.28
2018/7/26,0.25
2018/7/26,0.22
2018/7/26,0.2
2018/7/26,0.25
2018/7/26,0.24
2018/7/26,0.3
2018/7/26,0.35
2018/7/26,0.25
2018/7/26,0.17
2018/7/26,0.17
2018/7/26,0.15
2018/7/26,0.15
2018/7/26,0.15
2018/7/26,0.13
2018/7/26,0.15
2018/7/26,0.36
2018/7/26,0.31
2018/7/26,0.26
2018/7/26,0.18
2018/7/26,0.21
2018/7/26,0.27
2018/7/26,0.29
2018/7/27,0.29
2018/7/27,0.21
2018/7/27,0.21
2018/7/27,0.28
2018/7/27,0.29
2018/7/27,0.29
2018/7/27,0.38
2018/7/27,0.28
2018/7/27,0.3
2018/7/27,0.21
2018/7/27,0.16
2018/7/27,0.15
2018/7/27,0.14
2018/7/27,0.13
2018/7/27,0.13
2018/7/27,0.14
2018/7/27,0.13
2018/7/27,0.18
2018/7/27,0.22
2018/7/27,0.24
2018/7/27,0.24
2018/7/27,0.27
2018/7/27,0.26
2018/7/27,0.23
2018/7/28,0.24
2018/7/28,0.17
2018/7/28,0.17
2018/7/28,0.21
2018/7/28,0.17
2018/7/28,0.18
2018/7/28,0.2
2018/7/28,0.28
2018/7/28,0.37
2018/7/28,0.27
2018/7/28,0.19
2018/7/28,0.14
2018/7/28,0.13
2018/7/28,0.12
2018/7/28,0.11
2018/7/28,0.12
2018/7/28,0.12
2018/7/28,0.14
2018/7/28,0.16
2018/7/28,0.17
2018/7/28,0.12
2018/7/28,0.13
2018/7/28,0.12
2018/7/28,0.11
2018/7/29,0.21
2018/7/29,0.27
2018/7/29,0.14
2018/7/29,0.14
2018/7/29,0.13
2018/7/29,0.14
2018/7/29,0.19
2018/7/29,0.19
2018/7/29,0.15
2018/7/29,0.27
2018/7/29,0.49
2018/7/29,0.37
2018/7/29,0.36
2018/7/29,0.24
2018/7/29,0.15
2018/7/29,0.16
2018/7/29,0.2
2018/7/29,0.35
2018/7/29,0.15
2018/7/29,0.16
2018/7/29,0.16
2018/7/29,0.14
2018/7/29,0.15
2018/7/29,0.17
2018/7/30,0.15
2018/7/30,0.13
2018/7/30,0.11
2018/7/30,0.1
2018/7/30,0.1
2018/7/30,0.13
2018/7/30,0.19
2018/7/30,0.27
2018/7/30,0.22
2018/7/30,0.22
2018/7/30,0.18
2018/7/30,0.18
2018/7/30,0.16
2018/7/30,0.14
2018/7/30,0.13
2018/7/30,0.12
2018/7/30,0.13
2018/7/30,0.17
2018/7/30,0.18
2018/7/30,0.22
2018/7/30,0.19
2018/7/30,0.24
2018/7/30,0.23
2018/7/30,0.16
2018/7/31,0.17
2018/7/31,0.15
2018/7/31,0.14
2018/7/31,0.14
2018/7/31,0.16
2018/7/31,0.16
2018/7/31,0.24
2018/7/31,0.28
2018/7/31,0.23
2018/7/31,0.22
2018/7/31,0.19
2018/7/31,0.17
2018/7/31,0.18
2018/7/31,0.18
2018/7/31,0.18
2018/7/31,0.18
2018/7/31,0.19
2018/7/31,0.29
2018/7/31,0.29
2018/7/31,0.3
