tstp,CO
2018/2/22,0.34
2018/2/22,0.33
2018/2/22,0.34
2018/2/22,0.35
2018/2/23,0.34
2018/2/23,0.34
2018/2/23,0.32
2018/2/23,0.28
2018/2/23,0.29
2018/2/23,0.3
2018/2/23,0.33
2018/2/23,0.39
2018/2/23,0.35
2018/2/23,0.32
2018/2/23,0.34
2018/2/23,0.36
2018/2/23,0.35
2018/2/23,0.33
2018/2/23,0.33
2018/2/23,0.35
2018/2/23,0.37
2018/2/23,0.41
2018/2/23,0.46
2018/2/23,0.48
2018/2/23,0.57
2018/2/23,0.62
2018/2/23,0.67
2018/2/23,0.71
2018/2/24,0.82
2018/2/24,0.52
2018/2/24,0.4
2018/2/24,0.41
2018/2/24,0.49
2018/2/24,0.39
2018/2/24,0.49
2018/2/24,0.53
2018/2/24,0.38
2018/2/24,0.33
2018/2/24,0.32
2018/2/24,0.39
2018/2/24,0.43
2018/2/24,0.42
2018/2/24,0.37
2018/2/24,0.41
2018/2/24,0.41
2018/2/24,0.55
2018/2/24,0.7
2018/2/24,0.57
2018/2/24,0.52
2018/2/24,0.5
2018/2/24,0.46
2018/2/24,0.59
2018/2/25,0.48
2018/2/25,0.43
2018/2/25,0.48
2018/2/25,0.46
2018/2/25,0.49
2018/2/25,0.45
2018/2/25,0.5
2018/2/25,0.54
2018/2/25,0.5
2018/2/25,0.38
2018/2/25,0.38
2018/2/25,0.4
2018/2/25,0.32
2018/2/25,0.3
2018/2/25,0.29
2018/2/25,0.25
2018/2/25,0.22
2018/2/25,0.22
2018/2/25,0.22
2018/2/25,0.23
2018/2/25,0.27
2018/2/25,0.23
2018/2/25,0.22
2018/2/25,0.23
2018/2/26,0.25
2018/2/26,0.28
2018/2/26,0.26
2018/2/26,0.24
2018/2/26,0.23
2018/2/26,0.23
2018/2/26,0.25
2018/2/26,0.33
2018/2/26,0.31
2018/2/26,0.32
2018/2/26,0.31
2018/2/26,0.29
2018/2/26,0.29
2018/2/26,0.26
2018/2/26,0.24
2018/2/26,0.25
2018/2/26,0.27
2018/2/26,0.31
2018/2/26,0.36
2018/2/26,0.38
2018/2/26,0.38
2018/2/26,0.41
2018/2/26,0.47
2018/2/26,0.46
2018/2/27,0.52
2018/2/27,0.57
2018/2/27,0.64
2018/2/27,0.64
2018/2/27,0.52
2018/2/27,0.58
2018/2/27,0.54
2018/2/27,0.53
2018/2/27,0.51
2018/2/27,0.34
2018/2/27,0.34
2018/2/27,0.34
2018/2/27,0.34
2018/2/27,0.31
2018/2/27,0.29
2018/2/27,0.32
2018/2/27,0.33
2018/2/27,0.41
2018/2/27,0.51
2018/2/27,0.68
2018/2/27,0.79
2018/2/27,0.76
2018/2/27,1.13
2018/2/27,0.93
2018/2/28,0.76
2018/2/28,0.7
2018/2/28,0.46
2018/2/28,0.42
2018/2/28,0.44
2018/2/28,0.45
2018/2/28,0.65
2018/2/28,1.12
2018/2/28,1.15
2018/2/28,0.76
2018/2/28,0.47
2018/2/28,0.55
2018/2/28,0.59
2018/2/28,0.56
2018/2/28,0.26
2018/2/28,0.31
2018/2/28,0.36
2018/2/28,0.45
2018/2/28,0.56
2018/2/28,0.58
2018/2/28,1.09
2018/2/28,1.19
2018/2/28,0.93
2018/2/28,0.77
2018/3/1,0.52
2018/3/1,0.21
2018/3/1,0.19
2018/3/1,0.19
2018/3/1,0.19
2018/3/1,0.24
2018/3/1,0.31
2018/3/1,0.42
2018/3/1,0.34
2018/3/1,0.33
2018/3/1,0.33
2018/3/1,0.4
2018/3/1,0.36
2018/3/1,0.3
2018/3/1,0.31
2018/3/1,0.33
2018/3/1,0.37
2018/3/1,0.4
2018/3/1,0.44
2018/3/1,0.53
2018/3/1,0.68
2018/3/1,0.69
2018/3/1,0.59
2018/3/1,0.71
2018/3/2,0.71
2018/3/2,0.64
2018/3/2,0.7
2018/3/2,0.72
2018/3/2,0.54
2018/3/2,0.54
2018/3/2,0.59
2018/3/2,0.53
2018/3/2,0.5
2018/3/2,0.44
2018/3/2,0.42
2018/3/2,0.45
2018/3/2,0.47
2018/3/2,0.47
2018/3/2,0.47
2018/3/2,0.47
2018/3/2,0.5
2018/3/2,0.58
2018/3/2,0.76
2018/3/2,1
2018/3/2,0.94
2018/3/2,0.92
2018/3/2,0.77
2018/3/2,0.64
2018/3/3,0.55
2018/3/3,0.66
2018/3/3,0.65
2018/3/3,0.6
2018/3/3,0.52
2018/3/3,0.52
2018/3/3,0.59
2018/3/3,0.63
2018/3/3,0.78
2018/3/3,0.68
2018/3/3,0.58
2018/3/3,0.52
2018/3/3,0.47
2018/3/3,0.3
2018/3/3,0.23
2018/3/3,0.3
2018/3/3,0.31
2018/3/3,0.53
2018/3/3,0.67
2018/3/3,0.6
2018/3/3,0.64
2018/3/3,0.75
2018/3/3,0.71
2018/3/3,0.68
2018/3/4,0.79
2018/3/4,0.38
2018/3/4,0.47
2018/3/4,0.5
2018/3/4,0.5
2018/3/4,0.51
2018/3/4,0.63
2018/3/4,0.69
2018/3/4,0.51
2018/3/4,0.4
2018/3/4,0.43
2018/3/4,0.44
2018/3/4,0.39
2018/3/4,0.34
2018/3/4,0.42
2018/3/4,0.25
2018/3/4,0.19
2018/3/4,0.57
2018/3/4,0.65
2018/3/4,0.57
2018/3/4,0.42
2018/3/4,0.38
2018/3/4,0.34
2018/3/4,0.31
2018/3/5,0.2
2018/3/5,0.22
2018/3/5,0.24
2018/3/5,0.27
2018/3/5,0.23
2018/3/5,0.2
2018/3/5,0.3
2018/3/5,0.49
2018/3/5,0.34
2018/3/5,0.29
2018/3/5,0.29
2018/3/5,0.29
2018/3/5,0.19
2018/3/5,0.17
2018/3/5,0.19
2018/3/5,0.46
2018/3/5,0.19
2018/3/5,0.35
2018/3/5,0.3
2018/3/5,0.32
2018/3/5,0.34
2018/3/5,0.31
2018/3/5,0.29
2018/3/5,0.31
2018/3/6,0.32
2018/3/6,0.36
2018/3/6,0.34
2018/3/6,0.34
2018/3/6,0.33
2018/3/6,0.34
2018/3/6,0.37
2018/3/6,0.43
2018/3/6,0.38
2018/3/6,0.35
2018/3/6,0.35
2018/3/6,0.35
2018/3/6,0.35
2018/3/6,0.29
2018/3/6,0.3
2018/3/6,0.3
2018/3/6,0.31
2018/3/6,0.36
2018/3/6,0.39
2018/3/6,0.37
2018/3/6,0.37
2018/3/6,0.38
2018/3/6,0.34
2018/3/6,0.31
2018/3/7,0.29
2018/3/7,0.23
2018/3/7,0.2
2018/3/7,0.19
2018/3/7,0.19
2018/3/7,0.19
2018/3/7,0.22
2018/3/7,0.32
2018/3/7,0.27
2018/3/7,0.26
2018/3/7,0.25
2018/3/7,0.3
2018/3/7,0.27
2018/3/7,0.23
2018/3/7,0.21
2018/3/7,0.18
2018/3/7,0.19
2018/3/7,0.21
2018/3/7,0.22
2018/3/7,0.2
2018/3/7,0.24
2018/3/7,0.28
2018/3/7,0.23
2018/3/7,0.22
2018/3/8,0.22
2018/3/8,0.25
2018/3/8,0.23
2018/3/8,0.24
2018/3/8,0.27
2018/3/8,0.16
2018/3/8,0.19
2018/3/8,0.25
2018/3/8,0.27
2018/3/8,0.28
2018/3/8,0.28
2018/3/8,0.31
2018/3/8,0.3
2018/3/8,0.3
2018/3/8,0.3
2018/3/8,0.28
2018/3/8,0.28
2018/3/8,0.28
2018/3/8,0.28
2018/3/8,0.28
2018/3/8,0.3
2018/3/8,0.28
2018/3/8,0.27
2018/3/8,0.25
2018/3/9,0.22
2018/3/9,0.29
2018/3/9,0.3
2018/3/9,0.32
2018/3/9,0.33
2018/3/9,0.34
2018/3/9,0.36
2018/3/9,0.41
2018/3/9,0.4
2018/3/9,0.42
2018/3/9,0.43
2018/3/9,0.41
2018/3/9,0.41
2018/3/9,0.39
2018/3/9,0.39
2018/3/9,0.4
2018/3/9,0.4
2018/3/9,0.4
2018/3/9,0.4
2018/3/9,0.39
2018/3/9,0.38
2018/3/9,0.38
2018/3/9,0.34
2018/3/9,0.32
2018/3/10,0.31
2018/3/10,0.24
2018/3/10,0.23
2018/3/10,0.22
2018/3/10,0.2
2018/3/10,0.19
2018/3/10,0.23
2018/3/10,0.25
2018/3/10,0.24
2018/3/10,0.26
2018/3/10,0.27
2018/3/10,0.27
2018/3/10,0.25
2018/3/10,0.23
2018/3/10,0.22
2018/3/10,0.19
2018/3/10,0.19
2018/3/10,0.23
2018/3/10,0.26
2018/3/10,0.25
2018/3/10,0.27
2018/3/10,0.31
2018/3/10,0.33
2018/3/10,0.32
2018/3/11,0.31
2018/3/11,0.35
2018/3/11,0.31
2018/3/11,0.27
2018/3/11,0.26
2018/3/11,0.38
2018/3/11,0.48
2018/3/11,0.5
2018/3/11,0.5
2018/3/11,0.49
2018/3/11,0.41
2018/3/11,0.45
2018/3/11,0.28
2018/3/11,0.21
2018/3/11,0.2
2018/3/11,0.18
2018/3/11,0.17
2018/3/11,0.18
2018/3/11,0.22
2018/3/11,0.24
2018/3/11,0.41
2018/3/11,0.47
2018/3/11,0.61
2018/3/11,0.78
2018/3/12,0.82
2018/3/12,0.55
2018/3/12,0.47
2018/3/12,0.47
2018/3/12,0.37
2018/3/12,0.29
2018/3/12,0.48
2018/3/12,1.06
2018/3/12,0.68
2018/3/12,0.44
2018/3/12,0.39
2018/3/12,0.35
2018/3/12,0.28
2018/3/12,0.23
2018/3/12,0.21
2018/3/12,0.23
2018/3/12,0.24
2018/3/12,0.28
2018/3/12,0.33
2018/3/12,0.42
2018/3/12,0.47
2018/3/12,0.59
2018/3/12,0.88
2018/3/12,0.99
2018/3/13,0.98
2018/3/13,0.87
2018/3/13,0.85
2018/3/13,0.62
2018/3/13,0.49
2018/3/13,0.42
2018/3/13,0.37
2018/3/13,0.5
2018/3/13,0.46
2018/3/13,0.46
2018/3/13,0.41
2018/3/13,0.33
2018/3/13,0.3
2018/3/13,0.23
2018/3/13,0.23
2018/3/13,0.23
2018/3/13,0.23
2018/3/13,0.23
2018/3/13,0.37
2018/3/13,0.44
2018/3/13,0.56
2018/3/13,0.81
2018/3/13,0.97
2018/3/13,0.84
2018/3/14,0.81
2018/3/14,0.7
2018/3/14,0.71
2018/3/14,0.67
2018/3/14,0.58
2018/3/14,0.49
2018/3/14,0.59
2018/3/14,1.15
2018/3/14,1.34
2018/3/14,0.52
2018/3/14,0.39
2018/3/14,0.33
2018/3/14,0.29
2018/3/14,0.3
2018/3/14,0.3
2018/3/14,0.25
2018/3/14,0.26
2018/3/14,0.35
2018/3/14,0.44
2018/3/14,0.46
2018/3/14,0.72
2018/3/14,0.86
2018/3/14,0.4
2018/3/14,0.28
2018/3/15,0.3
2018/3/15,0.44
2018/3/15,0.43
2018/3/15,0.51
2018/3/15,0.48
2018/3/15,0.54
2018/3/15,0.81
2018/3/15,0.77
2018/3/15,0.51
2018/3/15,0.41
2018/3/15,0.45
2018/3/15,0.37
2018/3/15,0.29
2018/3/15,0.26
2018/3/15,0.3
2018/3/15,0.31
2018/3/15,0.23
2018/3/15,0.31
2018/3/15,0.37
2018/3/15,0.37
2018/3/15,0.34
2018/3/15,0.32
2018/3/15,0.46
2018/3/15,0.51
2018/3/16,0.42
2018/3/16,0.3
2018/3/16,0.24
2018/3/16,0.22
2018/3/16,0.22
2018/3/16,0.29
2018/3/16,0.38
2018/3/16,0.41
2018/3/16,0.43
2018/3/16,0.34
2018/3/16,0.29
2018/3/16,0.26
2018/3/16,0.26
2018/3/16,0.26
2018/3/16,0.25
2018/3/16,0.25
2018/3/16,0.27
2018/3/16,0.32
2018/3/16,0.37
2018/3/16,0.39
2018/3/16,0.41
2018/3/16,0.38
2018/3/16,0.34
2018/3/16,0.3
2018/3/17,0.3
2018/3/17,0.25
2018/3/17,0.23
2018/3/17,0.22
2018/3/17,0.22
2018/3/17,0.23
2018/3/17,0.25
2018/3/17,0.27
2018/3/17,0.27
2018/3/17,0.28
2018/3/17,0.3
2018/3/17,0.3
2018/3/17,0.28
2018/3/17,0.25
2018/3/17,0.23
2018/3/17,0.23
2018/3/17,0.25
2018/3/17,0.25
2018/3/17,0.27
2018/3/17,0.3
2018/3/17,0.33
2018/3/17,0.35
2018/3/17,0.35
2018/3/17,0.34
2018/3/18,0.38
2018/3/18,0.29
2018/3/18,0.31
2018/3/18,0.34
2018/3/18,0.31
2018/3/18,0.33
2018/3/18,0.35
2018/3/18,0.36
2018/3/18,0.31
2018/3/18,0.33
2018/3/18,0.36
2018/3/18,0.25
2018/3/18,0.22
2018/3/18,0.21
2018/3/18,0.19
2018/3/18,0.2
2018/3/18,0.22
2018/3/18,0.26
2018/3/18,0.3
2018/3/18,0.42
2018/3/18,0.65
2018/3/18,0.67
2018/3/18,0.72
2018/3/18,0.56
2018/3/19,0.74
2018/3/19,0.85
2018/3/19,0.81
2018/3/19,0.87
2018/3/19,0.48
2018/3/19,0.41
2018/3/19,0.58
2018/3/19,0.72
2018/3/19,0.65
2018/3/19,0.59
2018/3/19,0.41
2018/3/19,0.37
2018/3/19,0.36
2018/3/19,0.29
2018/3/19,0.23
2018/3/19,0.47
2018/3/19,0.25
2018/3/19,0.32
2018/3/19,0.37
2018/3/19,0.29
2018/3/19,0.33
2018/3/19,0.32
2018/3/19,0.41
2018/3/19,0.43
2018/3/20,0.53
2018/3/20,0.57
2018/3/20,0.23
2018/3/20,0.22
2018/3/20,0.23
2018/3/20,0.26
2018/3/20,0.35
2018/3/20,0.5
2018/3/20,0.62
2018/3/20,0.31
2018/3/20,0.22
2018/3/20,0.23
2018/3/20,0.26
2018/3/20,0.28
2018/3/20,0.28
2018/3/20,0.27
2018/3/20,0.3
2018/3/20,0.34
2018/3/20,0.35
2018/3/20,0.28
2018/3/20,0.31
2018/3/20,0.31
2018/3/20,0.3
2018/3/20,0.35
2018/3/21,0.41
2018/3/21,0.45
2018/3/21,0.46
2018/3/21,0.45
2018/3/21,0.45
2018/3/21,0.45
2018/3/21,0.45
2018/3/21,0.47
2018/3/21,0.45
2018/3/21,0.45
2018/3/21,0.39
2018/3/21,0.36
2018/3/21,0.38
2018/3/21,0.36
2018/3/21,0.35
2018/3/21,0.37
2018/3/21,0.37
2018/3/21,0.37
2018/3/21,0.39
2018/3/21,0.38
2018/3/21,0.38
2018/3/21,0.36
2018/3/21,0.32
2018/3/21,0.31
2018/3/22,0.31
2018/3/22,0.25
2018/3/22,0.24
2018/3/22,0.22
2018/3/22,0.2
2018/3/22,0.2
2018/3/22,0.23
2018/3/22,0.28
2018/3/22,0.25
2018/3/22,0.23
2018/3/22,0.23
2018/3/22,0.22
2018/3/22,0.26
2018/3/22,0.26
2018/3/22,0.25
2018/3/22,0.25
2018/3/22,0.25
2018/3/22,0.29
2018/3/22,0.35
2018/3/22,0.38
2018/3/22,0.4
2018/3/22,0.41
2018/3/22,0.47
2018/3/22,0.51
2018/3/23,0.44
2018/3/23,0.52
2018/3/23,0.43
2018/3/23,0.35
2018/3/23,0.44
2018/3/23,0.33
2018/3/23,0.35
2018/3/23,0.48
2018/3/23,0.45
2018/3/23,0.33
2018/3/23,0.32
2018/3/23,0.32
2018/3/23,0.27
2018/3/23,0.26
2018/3/23,0.23
2018/3/23,0.22
2018/3/23,0.22
2018/3/23,0.28
2018/3/23,0.36
2018/3/23,0.38
2018/3/23,0.34
2018/3/23,0.41
2018/3/23,0.45
2018/3/23,0.44
2018/3/24,0.57
2018/3/24,0.46
2018/3/24,0.52
2018/3/24,0.42
2018/3/24,0.43
2018/3/24,0.38
2018/3/24,0.63
2018/3/24,0.9
2018/3/24,0.73
2018/3/24,0.5
2018/3/24,0.38
2018/3/24,0.28
2018/3/24,0.25
2018/3/24,0.25
2018/3/24,0.26
2018/3/24,0.24
2018/3/24,0.26
2018/3/24,0.3
2018/3/24,0.33
2018/3/24,0.39
2018/3/24,0.54
2018/3/24,0.59
2018/3/24,0.64
2018/3/24,0.54
2018/3/25,0.56
2018/3/25,0.36
2018/3/25,0.35
2018/3/25,0.33
2018/3/25,0.3
2018/3/25,0.31
2018/3/25,0.34
2018/3/25,0.5
2018/3/25,0.43
2018/3/25,0.36
2018/3/25,0.37
2018/3/25,0.38
2018/3/25,0.36
2018/3/25,0.36
2018/3/25,0.51
2018/3/25,0.31
2018/3/25,0.31
2018/3/25,0.33
2018/3/25,0.32
2018/3/25,0.44
2018/3/25,0.45
2018/3/25,0.45
2018/3/25,0.5
2018/3/25,0.56
2018/3/26,0.59
2018/3/26,0.39
2018/3/26,0.36
2018/3/26,0.34
2018/3/26,0.34
2018/3/26,0.34
2018/3/26,0.34
2018/3/26,0.46
2018/3/26,0.39
2018/3/26,0.56
2018/3/26,0.36
2018/3/26,0.34
2018/3/26,0.23
2018/3/26,0.2
2018/3/26,0.2
2018/3/26,0.2
2018/3/26,0.2
2018/3/26,0.24
2018/3/26,0.26
2018/3/26,0.28
2018/3/26,0.27
2018/3/26,0.25
2018/3/26,0.29
2018/3/26,0.29
2018/3/27,0.26
2018/3/27,0.26
2018/3/27,0.28
2018/3/27,0.3
2018/3/27,0.34
2018/3/27,0.33
2018/3/27,0.41
2018/3/27,0.47
2018/3/27,0.38
2018/3/27,0.28
2018/3/27,0.29
2018/3/27,0.25
2018/3/27,0.24
2018/3/27,0.23
2018/3/27,0.23
2018/3/27,0.23
2018/3/27,0.25
2018/3/27,0.28
2018/3/27,0.33
2018/3/27,0.32
2018/3/27,0.31
2018/3/27,0.34
2018/3/27,0.34
2018/3/27,0.33
2018/3/28,0.32
2018/3/28,0.31
2018/3/28,0.3
2018/3/28,0.28
2018/3/28,0.32
2018/3/28,0.25
2018/3/28,0.31
2018/3/28,0.62
2018/3/28,0.41
2018/3/28,0.28
2018/3/28,0.22
2018/3/28,0.21
2018/3/28,0.19
2018/3/28,0.19
2018/3/28,0.19
2018/3/28,0.2
2018/3/28,0.2
2018/3/28,0.25
2018/3/28,0.28
2018/3/28,0.26
2018/3/28,0.28
2018/3/28,0.36
2018/3/28,0.4
2018/3/28,0.55
2018/3/29,0.56
2018/3/29,0.55
2018/3/29,0.44
2018/3/29,0.45
2018/3/29,0.46
2018/3/29,0.36
2018/3/29,0.44
2018/3/29,0.41
2018/3/29,0.3
2018/3/29,0.27
2018/3/29,0.26
2018/3/29,0.25
2018/3/29,0.27
2018/3/29,0.32
2018/3/29,0.33
2018/3/29,0.3
2018/3/29,0.3
2018/3/29,0.31
2018/3/29,0.25
2018/3/29,0.24
2018/3/29,0.21
2018/3/29,0.28
2018/3/29,0.4
2018/3/29,0.46
2018/3/30,0.59
2018/3/30,0.55
2018/3/30,0.56
2018/3/30,0.6
2018/3/30,0.59
2018/3/30,0.65
2018/3/30,0.76
2018/3/30,0.99
2018/3/30,0.64
2018/3/30,0.48
2018/3/30,0.67
2018/3/30,0.46
2018/3/30,0.31
2018/3/30,0.27
2018/3/30,0.24
2018/3/30,0.18
2018/3/30,0.18
2018/3/30,0.21
2018/3/30,0.25
2018/3/30,0.27
2018/3/30,0.32
2018/3/30,0.31
2018/3/30,0.31
2018/3/30,0.31
2018/3/31,0.33
2018/3/31,0.34
2018/3/31,0.38
2018/3/31,0.44
2018/3/31,0.39
2018/3/31,0.43
2018/3/31,0.43
2018/3/31,0.73
2018/3/31,0.46
2018/3/31,0.41
2018/3/31,0.31
2018/3/31,0.27
2018/3/31,0.24
2018/3/31,0.21
2018/3/31,0.19
2018/3/31,0.18
2018/3/31,0.22
2018/3/31,0.26
2018/3/31,0.33
2018/3/31,0.33
2018/3/31,0.42
2018/3/31,0.72
2018/3/31,0.54
2018/3/31,0.52
2018/4/1,0.44
2018/4/1,0.44
2018/4/1,0.36
2018/4/1,0.32
2018/4/1,0.32
2018/4/1,0.36
2018/4/1,0.37
2018/4/1,0.38
2018/4/1,0.43
2018/4/1,0.37
2018/4/1,0.36
2018/4/1,0.39
2018/4/1,0.36
2018/4/1,0.32
2018/4/1,0.26
2018/4/1,0.25
2018/4/1,0.24
2018/4/1,0.26
2018/4/1,0.3
2018/4/1,0.34
2018/4/1,0.42
2018/4/1,0.45
2018/4/1,0.67
2018/4/1,0.76
2018/4/2,0.65
2018/4/2,0.44
2018/4/2,0.35
2018/4/2,0.28
2018/4/2,0.26
2018/4/2,0.28
2018/4/2,0.31
2018/4/2,0.42
2018/4/2,0.34
2018/4/2,0.34
2018/4/2,0.4
2018/4/2,0.51
2018/4/2,0.58
2018/4/2,0.51
2018/4/2,0.47
2018/4/2,0.48
2018/4/2,0.25
2018/4/2,0.29
2018/4/2,0.32
2018/4/2,0.7
2018/4/2,0.63
2018/4/2,0.88
2018/4/2,0.86
2018/4/2,0.56
2018/4/3,0.48
2018/4/3,0.38
2018/4/3,0.34
2018/4/3,0.26
2018/4/3,0.24
2018/4/3,0.26
2018/4/3,0.39
2018/4/3,0.48
2018/4/3,0.28
2018/4/3,0.3
2018/4/3,0.33
2018/4/3,0.33
2018/4/3,0.33
2018/4/3,0.33
2018/4/3,0.18
2018/4/3,0.22
2018/4/3,0.25
2018/4/3,0.28
2018/4/3,0.3
2018/4/3,0.31
2018/4/3,0.36
2018/4/3,0.44
2018/4/3,0.46
2018/4/3,0.36
2018/4/4,0.29
2018/4/4,0.28
2018/4/4,0.24
2018/4/4,0.21
2018/4/4,0.24
2018/4/4,0.32
2018/4/4,0.56
2018/4/4,0.59
2018/4/4,0.24
2018/4/4,0.24
2018/4/4,0.21
2018/4/4,0.19
2018/4/4,0.17
2018/4/4,0.14
2018/4/4,0.14
2018/4/4,0.13
2018/4/4,0.14
2018/4/4,0.19
2018/4/4,0.23
2018/4/4,0.32
2018/4/4,0.42
2018/4/4,0.36
2018/4/4,0.31
2018/4/4,0.3
2018/4/5,0.28
2018/4/5,0.34
2018/4/5,0.36
2018/4/5,0.32
2018/4/5,0.3
2018/4/5,0.33
2018/4/5,0.4
2018/4/5,0.36
2018/4/5,0.26
2018/4/5,0.27
2018/4/5,0.28
2018/4/5,0.27
2018/4/5,0.22
2018/4/5,0.25
2018/4/5,0.29
2018/4/5,0.2
2018/4/5,0.21
2018/4/5,0.23
2018/4/5,0.32
2018/4/5,0.4
2018/4/5,0.46
2018/4/5,0.62
2018/4/5,0.58
2018/4/5,0.64
2018/4/6,0.54
2018/4/6,0.47
2018/4/6,0.36
2018/4/6,0.28
2018/4/6,0.33
2018/4/6,0.34
2018/4/6,0.37
2018/4/6,0.31
2018/4/6,0.46
2018/4/6,0.65
2018/4/6,0.28
2018/4/6,0.26
2018/4/6,0.35
2018/4/6,0.35
2018/4/6,0.35
2018/4/6,0.33
2018/4/6,0.32
2018/4/6,0.37
2018/4/6,0.34
2018/4/6,0.33
2018/4/6,0.26
2018/4/6,0.25
2018/4/6,0.25
2018/4/6,0.24
2018/4/7,0.21
2018/4/7,0.3
2018/4/7,0.28
2018/4/7,0.26
2018/4/7,0.26
2018/4/7,0.25
2018/4/7,0.3
2018/4/7,0.31
2018/4/7,0.34
2018/4/7,0.38
2018/4/7,0.42
2018/4/7,0.43
2018/4/7,0.41
2018/4/7,0.41
2018/4/7,0.42
2018/4/7,0.44
2018/4/7,0.43
2018/4/7,0.43
2018/4/7,0.42
2018/4/7,0.4
2018/4/7,0.37
2018/4/7,0.32
2018/4/7,0.28
2018/4/7,0.28
2018/4/8,0.28
2018/4/8,0.18
2018/4/8,0.19
2018/4/8,0.19
2018/4/8,0.19
2018/4/8,0.21
2018/4/8,0.26
2018/4/8,0.34
2018/4/8,0.38
2018/4/8,0.36
2018/4/8,0.43
2018/4/8,0.41
2018/4/8,0.27
2018/4/8,0.24
2018/4/8,0.34
2018/4/8,0.3
2018/4/8,0.22
2018/4/8,0.25
2018/4/8,0.3
2018/4/8,0.3
2018/4/8,0.54
2018/4/8,0.65
2018/4/8,0.62
2018/4/8,0.53
2018/4/9,0.47
2018/4/9,0.33
2018/4/9,0.35
2018/4/9,0.25
2018/4/9,0.24
2018/4/9,0.25
2018/4/9,0.35
2018/4/9,0.47
2018/4/9,0.36
2018/4/9,0.4
2018/4/9,0.41
2018/4/9,0.44
2018/4/9,0.53
2018/4/9,0.36
2018/4/9,0.36
2018/4/9,0.23
2018/4/9,0.26
2018/4/9,0.25
2018/4/9,0.26
2018/4/9,0.3
2018/4/9,0.35
2018/4/9,0.42
2018/4/9,0.37
2018/4/9,0.38
2018/4/10,0.55
2018/4/10,0.51
2018/4/10,0.41
2018/4/10,0.34
2018/4/10,0.32
2018/4/10,0.34
2018/4/10,0.43
2018/4/10,0.46
2018/4/10,0.46
2018/4/10,0.54
2018/4/10,0.52
2018/4/10,0.41
2018/4/10,0.39
2018/4/10,0.46
2018/4/10,0.52
2018/4/10,0.52
2018/4/10,0.4
2018/4/10,0.45
2018/4/10,0.47
2018/4/10,0.51
2018/4/10,0.67
2018/4/10,0.55
2018/4/10,0.61
2018/4/10,0.47
2018/4/11,0.56
2018/4/11,0.42
2018/4/11,0.34
2018/4/11,0.3
2018/4/11,0.28
2018/4/11,0.3
2018/4/11,0.44
2018/4/11,0.65
2018/4/11,0.43
2018/4/11,0.31
2018/4/11,0.3
2018/4/11,0.56
2018/4/11,0.51
2018/4/11,0.57
2018/4/11,0.42
2018/4/11,0.35
2018/4/11,0.69
2018/4/11,0.6
2018/4/11,0.41
2018/4/11,0.5
2018/4/11,0.58
2018/4/11,0.47
2018/4/11,0.51
2018/4/11,0.51
2018/4/12,0.37
2018/4/12,0.19
2018/4/12,0.23
2018/4/12,0.26
2018/4/12,0.25
2018/4/12,0.25
2018/4/12,0.3
2018/4/12,0.44
2018/4/12,0.31
2018/4/12,0.21
2018/4/12,0.14
2018/4/12,0.15
2018/4/12,0.45
2018/4/12,0.45
2018/4/12,0.76
2018/4/12,0.46
2018/4/12,0.2
2018/4/12,0.3
2018/4/12,0.45
2018/4/12,0.51
2018/4/12,0.69
2018/4/12,0.6
2018/4/12,0.47
2018/4/12,0.38
2018/4/13,0.24
2018/4/13,0.26
2018/4/13,0.25
2018/4/13,0.24
2018/4/13,0.29
2018/4/13,0.23
2018/4/13,0.29
2018/4/13,0.38
2018/4/13,0.49
2018/4/13,0.35
2018/4/13,0.31
2018/4/13,0.3
2018/4/13,0.33
2018/4/13,0.6
2018/4/13,0.52
2018/4/13,0.54
2018/4/13,0.46
2018/4/13,0.41
2018/4/13,0.37
2018/4/13,0.39
2018/4/13,0.47
2018/4/13,0.44
2018/4/13,0.36
2018/4/13,0.37
2018/4/14,0.28
2018/4/14,0.28
2018/4/14,0.33
2018/4/14,0.22
2018/4/14,0.23
2018/4/14,0.32
2018/4/14,0.43
2018/4/14,0.5
2018/4/14,0.35
2018/4/14,0.33
2018/4/14,0.24
2018/4/14,0.17
2018/4/14,0.12
2018/4/14,0.1
2018/4/14,0.09
2018/4/14,0.15
2018/4/14,0.14
2018/4/14,0.18
2018/4/14,0.23
2018/4/14,0.16
2018/4/14,0.22
2018/4/14,0.19
2018/4/14,0.27
2018/4/14,0.26
2018/4/15,0.25
2018/4/15,0.2
2018/4/15,0.15
2018/4/15,0.1
2018/4/15,0.27
2018/4/15,0.3
2018/4/15,0.25
2018/4/15,0.23
2018/4/15,0.24
2018/4/15,0.23
2018/4/15,0.23
2018/4/15,0.22
2018/4/15,0.22
2018/4/15,0.24
2018/4/15,0.23
2018/4/15,0.23
2018/4/15,0.24
2018/4/15,0.25
2018/4/15,0.27
2018/4/15,0.28
2018/4/15,0.28
2018/4/15,0.27
2018/4/15,0.28
2018/4/15,0.27
2018/4/16,0.28
2018/4/16,0.33
2018/4/16,0.34
2018/4/16,0.36
2018/4/16,0.36
2018/4/16,0.3
2018/4/16,0.33
2018/4/16,0.38
2018/4/16,0.36
2018/4/16,0.33
2018/4/16,0.33
2018/4/16,0.35
2018/4/16,0.34
2018/4/16,0.33
2018/4/16,0.3
2018/4/16,0.32
2018/4/16,0.34
2018/4/16,0.38
2018/4/16,0.38
2018/4/16,0.33
